"","Channel A Last (V)","Channel B Last (V)"
"1681223229.858","1.024","0.102"
"1681223229.908","1.024","0.102"
"1681223229.958","1.025","0.104"
"1681223230.008","1.024","0.103"
"1681223230.058","1.026","0.107"
"1681223230.108","1.024","0.102"
"1681223230.158","1.024","0.104"
"1681223230.208","1.021","0.105"
"1681223230.258","1.026","0.104"
"1681223230.308","1.026","0.102"
"1681223230.358","1.024","0.101"
"1681223230.408","1.026","0.102"
"1681223230.458","1.023","0.104"
"1681223230.508","1.026","0.104"
"1681223230.558","1.023","0.100"
"1681223230.608","1.021","0.105"
"1681223230.658","1.026","0.105"
"1681223230.708","1.025","0.106"
"1681223230.758","1.023","0.106"
"1681223230.808","1.030","0.088"
"1681223230.858","1.023","0.099"
"1681223230.908","1.024","0.103"
"1681223230.958","1.023","0.107"
"1681223231.008","1.021","0.103"
"1681223231.058","1.023","0.105"
"1681223231.108","1.025","0.101"
"1681223231.158","1.024","0.103"
"1681223231.208","1.023","0.100"
"1681223231.258","1.021","0.102"
"1681223231.308","1.020","0.108"
"1681223231.358","1.021","0.105"
"1681223231.408","1.026","0.104"
"1681223231.458","1.023","0.109"
"1681223231.508","1.022","0.104"
"1681223231.558","1.022","0.105"
"1681223231.608","1.021","0.100"
"1681223231.658","1.022","0.105"
"1681223231.708","1.022","0.102"
"1681223231.758","1.023","0.101"
"1681223231.808","1.022","0.104"
"1681223231.858","1.022","0.103"
"1681223231.908","1.026","0.101"
"1681223231.958","1.024","0.105"
"1681223232.008","1.023","0.102"
"1681223232.058","1.025","0.106"
"1681223232.108","1.024","0.105"
"1681223232.158","1.024","0.103"
"1681223232.208","1.022","0.105"
"1681223232.258","1.023","0.100"
"1681223232.308","1.022","0.101"
"1681223232.358","1.024","0.104"
"1681223232.408","1.022","0.102"
"1681223232.458","1.024","0.103"
"1681223232.508","1.021","0.103"
"1681223232.558","1.023","0.104"
"1681223232.608","1.026","0.106"
"1681223232.658","1.023","0.106"
"1681223232.708","1.023","0.103"
"1681223232.758","1.021","0.106"
"1681223232.808","1.025","0.102"
"1681223232.858","1.024","0.104"
"1681223232.908","1.021","0.101"
"1681223232.958","1.025","0.101"
"1681223233.008","1.022","0.102"
"1681223233.058","1.023","0.104"
"1681223233.108","1.027","0.100"
"1681223233.158","1.025","0.101"
"1681223233.208","1.022","0.103"
"1681223233.258","1.024","0.101"
"1681223233.308","1.024","0.104"
"1681223233.358","1.027","0.105"
"1681223233.408","1.021","0.105"
"1681223233.458","1.021","0.104"
"1681223233.508","1.026","0.099"
"1681223233.558","1.022","0.106"
"1681223233.608","1.023","0.104"
"1681223233.658","1.021","0.102"
"1681223233.708","1.023","0.106"
"1681223233.758","1.024","0.104"
"1681223233.808","1.021","0.105"
"1681223233.858","1.026","0.108"
"1681223233.908","1.022","0.106"
"1681223233.958","1.024","0.107"
"1681223234.008","1.023","0.103"
"1681223234.058","1.023","0.104"
"1681223234.108","1.027","0.104"
"1681223234.158","1.026","0.106"
"1681223234.208","1.026","0.104"
"1681223234.258","1.025","0.107"
"1681223234.308","1.025","0.104"
"1681223234.358","1.025","0.104"
"1681223234.408","1.020","0.105"
"1681223234.458","1.022","0.105"
"1681223234.508","1.022","0.108"
"1681223234.558","1.021","0.105"
"1681223234.608","1.020","0.103"
"1681223234.658","1.022","0.104"
"1681223234.708","1.020","0.103"
"1681223234.758","1.021","0.104"
"1681223234.808","1.025","0.103"
"1681223234.858","1.023","0.105"
"1681223234.908","1.025","0.106"
"1681223234.958","1.021","0.101"
"1681223235.008","1.023","0.103"
"1681223235.058","1.022","0.104"
"1681223235.108","1.022","0.105"
"1681223235.158","1.023","0.106"
"1681223235.208","1.024","0.103"
"1681223235.258","1.024","0.102"
"1681223235.308","1.025","0.105"
"1681223235.358","1.025","0.104"
"1681223235.408","1.024","0.101"
"1681223235.458","1.025","0.100"
"1681223235.508","1.025","0.104"
"1681223235.558","1.024","0.101"
"1681223235.608","1.022","0.105"
"1681223235.658","1.021","0.103"
"1681223235.708","1.021","0.104"
"1681223235.758","1.025","0.102"
"1681223235.808","1.026","0.102"
"1681223235.858","1.022","0.103"
"1681223235.908","1.028","0.104"
"1681223235.958","1.023","0.101"
"1681223236.008","1.025","0.100"
"1681223236.058","1.020","0.106"
"1681223236.108","1.022","0.103"
"1681223236.158","1.025","0.105"
"1681223236.208","1.023","0.101"
"1681223236.258","1.022","0.103"
"1681223236.308","1.022","0.100"
"1681223236.358","1.022","0.104"
"1681223236.408","1.023","0.101"
"1681223236.458","1.023","0.101"
"1681223236.508","1.023","0.103"
"1681223236.558","1.025","0.104"
"1681223236.608","1.020","0.102"
"1681223236.658","1.025","0.105"
"1681223236.708","1.026","0.103"
"1681223236.758","1.027","0.102"
"1681223236.808","1.023","0.105"
"1681223236.858","1.028","0.105"
"1681223236.908","1.023","0.103"
"1681223236.958","1.023","0.104"
"1681223237.008","1.024","0.105"
"1681223237.058","1.025","0.103"
"1681223237.108","1.025","0.103"
"1681223237.158","1.020","0.103"
"1681223237.208","1.026","0.104"
"1681223237.258","1.022","0.105"
"1681223237.308","1.026","0.103"
"1681223237.358","1.024","0.104"
"1681223237.408","1.027","0.103"
"1681223237.458","1.024","0.103"
"1681223237.508","1.023","0.104"
"1681223237.558","1.021","0.101"
"1681223237.608","1.025","0.102"
"1681223237.658","1.024","0.102"
"1681223237.708","1.020","0.102"
"1681223237.758","1.024","0.106"
"1681223237.808","1.024","0.102"
"1681223237.858","1.025","0.105"
"1681223237.908","1.022","0.103"
"1681223237.958","1.024","0.105"
"1681223238.008","1.024","0.102"
"1681223238.058","1.025","0.104"
"1681223238.108","1.021","0.103"
"1681223238.158","1.025","0.101"
"1681223238.208","1.021","0.099"
"1681223238.258","1.023","0.104"
"1681223238.308","1.021","0.104"
"1681223238.358","1.023","0.105"
"1681223238.408","1.024","0.102"
"1681223238.458","1.022","0.104"
"1681223238.508","1.022","0.104"
"1681223238.558","1.022","0.105"
"1681223238.608","1.024","0.101"
"1681223238.658","1.022","0.103"
"1681223238.708","1.023","0.099"
"1681223238.758","1.024","0.104"
"1681223238.808","1.025","0.103"
"1681223238.858","1.024","0.099"
"1681223238.908","1.022","0.103"
"1681223238.958","1.023","0.105"
"1681223239.008","1.022","0.101"
"1681223239.058","1.023","0.101"
"1681223239.108","1.024","0.103"
"1681223239.158","1.020","0.099"
"1681223239.208","1.021","0.102"
"1681223239.258","1.024","0.100"
"1681223239.308","1.022","0.103"
"1681223239.358","1.024","0.101"
"1681223239.408","1.021","0.101"
"1681223239.458","1.025","0.102"
"1681223239.508","1.025","0.104"
"1681223239.558","1.024","0.102"
"1681223239.608","1.022","0.101"
"1681223239.658","1.023","0.103"
"1681223239.708","1.022","0.103"
"1681223239.758","1.027","0.104"
"1681223239.808","1.023","0.106"
"1681223239.858","1.023","0.102"
"1681223239.908","1.018","0.104"
"1681223239.958","1.020","0.106"
"1681223240.008","1.022","0.100"
"1681223240.058","1.023","0.104"
"1681223240.108","1.023","0.101"
"1681223240.158","1.020","0.101"
"1681223240.208","1.023","0.099"
"1681223240.258","1.022","0.101"
"1681223240.308","1.023","0.101"
"1681223240.358","1.018","0.105"
"1681223240.408","1.025","0.104"
"1681223240.458","1.021","0.105"
"1681223240.508","1.019","0.102"
"1681223240.558","1.023","0.102"
"1681223240.608","1.022","0.104"
"1681223240.658","1.024","0.101"
"1681223240.708","1.025","0.105"
"1681223240.758","1.025","0.104"
"1681223240.808","1.023","0.102"
"1681223240.858","1.023","0.104"
"1681223240.908","1.024","0.104"
"1681223240.958","1.025","0.099"
"1681223241.008","1.025","0.101"
"1681223241.058","1.025","0.099"
"1681223241.108","1.022","0.102"
"1681223241.158","1.028","0.101"
"1681223241.208","1.022","0.099"
"1681223241.258","1.024","0.103"
"1681223241.308","1.022","0.101"
"1681223241.358","1.021","0.103"
"1681223241.408","1.022","0.102"
"1681223241.458","1.025","0.104"
"1681223241.508","1.027","0.101"
"1681223241.558","1.024","0.100"
"1681223241.608","1.021","0.104"
"1681223241.658","1.027","0.106"
"1681223241.708","1.024","0.102"
"1681223241.758","1.022","0.105"
"1681223241.808","1.027","0.097"
"1681223241.858","1.024","0.100"
"1681223241.908","1.021","0.102"
"1681223241.958","1.025","0.102"
"1681223242.008","1.023","0.105"
"1681223242.058","1.024","0.100"
"1681223242.108","1.024","0.101"
"1681223242.158","1.025","0.100"
"1681223242.208","1.024","0.101"
"1681223242.258","1.023","0.102"
"1681223242.308","1.024","0.100"
"1681223242.358","1.021","0.101"
"1681223242.408","1.026","0.100"
"1681223242.458","1.025","0.102"
"1681223242.508","1.022","0.101"
"1681223242.558","1.022","0.099"
"1681223242.608","1.023","0.103"
"1681223242.658","1.025","0.103"
"1681223242.708","1.020","0.100"
"1681223242.758","1.025","0.103"
"1681223242.808","1.024","0.102"
"1681223242.858","1.026","0.103"
"1681223242.908","1.027","0.102"
"1681223242.958","1.025","0.098"
"1681223243.008","1.025","0.101"
"1681223243.058","1.022","0.102"
"1681223243.108","1.023","0.100"
"1681223243.158","1.023","0.101"
"1681223243.208","1.026","0.102"
"1681223243.258","1.025","0.100"
"1681223243.308","1.023","0.104"
"1681223243.358","1.024","0.102"
"1681223243.408","1.025","0.100"
"1681223243.458","1.020","0.103"
"1681223243.508","1.026","0.102"
"1681223243.558","1.022","0.102"
"1681223243.608","1.021","0.102"
"1681223243.658","1.026","0.102"
"1681223243.708","1.024","0.101"
"1681223243.758","1.023","0.102"
"1681223243.808","1.021","0.101"
"1681223243.858","1.019","0.109"
"1681223243.908","1.025","0.099"
"1681223243.958","1.022","0.103"
"1681223244.008","1.022","0.101"
"1681223244.058","1.024","0.103"
"1681223244.108","1.023","0.102"
"1681223244.158","1.022","0.100"
"1681223244.208","1.025","0.099"
"1681223244.258","1.024","0.100"
"1681223244.308","1.022","0.101"
"1681223244.358","1.023","0.100"
"1681223244.408","1.025","0.101"
"1681223244.458","1.027","0.103"
"1681223244.508","1.022","0.102"
"1681223244.558","1.023","0.101"
"1681223244.608","1.025","0.102"
"1681223244.658","1.023","0.100"
"1681223244.708","1.024","0.101"
"1681223244.758","1.025","0.100"
"1681223244.808","1.022","0.103"
"1681223244.858","1.021","0.104"
"1681223244.908","1.024","0.100"
"1681223244.958","1.026","0.099"
"1681223245.008","1.021","0.103"
"1681223245.058","1.024","0.101"
"1681223245.108","1.027","0.103"
"1681223245.158","1.024","0.102"
"1681223245.208","1.024","0.100"
"1681223245.258","1.026","0.104"
"1681223245.308","1.025","0.102"
"1681223245.358","1.025","0.104"
"1681223245.408","1.025","0.102"
"1681223245.458","1.024","0.100"
"1681223245.508","1.025","0.101"
"1681223245.558","1.029","0.102"
"1681223245.608","1.025","0.102"
"1681223245.658","1.024","0.100"
"1681223245.708","1.022","0.103"
"1681223245.758","1.026","0.101"
"1681223245.808","1.027","0.102"
"1681223245.858","1.025","0.104"
"1681223245.908","1.023","0.103"
"1681223245.958","1.023","0.104"
"1681223246.008","1.021","0.101"
"1681223246.058","1.027","0.102"
"1681223246.108","1.027","0.100"
"1681223246.158","1.023","0.104"
"1681223246.208","1.019","0.099"
"1681223246.258","1.024","0.099"
"1681223246.308","1.026","0.101"
"1681223246.358","1.023","0.097"
"1681223246.408","1.020","0.100"
"1681223246.458","1.025","0.100"
"1681223246.508","1.021","0.100"
"1681223246.558","1.025","0.099"
"1681223246.608","1.026","0.100"
"1681223246.658","1.021","0.104"
"1681223246.708","1.022","0.104"
"1681223246.758","1.028","0.102"
"1681223246.808","1.022","0.102"
"1681223246.858","1.025","0.101"
"1681223246.908","1.024","0.103"
"1681223246.958","1.024","0.098"
"1681223247.008","1.024","0.101"
"1681223247.058","1.025","0.102"
"1681223247.108","1.023","0.099"
"1681223247.158","1.020","0.105"
"1681223247.208","1.023","0.101"
"1681223247.258","1.026","0.100"
"1681223247.308","1.023","0.099"
"1681223247.358","1.024","0.099"
"1681223247.408","1.022","0.102"
"1681223247.458","1.024","0.101"
"1681223247.508","1.023","0.104"
"1681223247.558","1.019","0.100"
"1681223247.608","1.024","0.101"
"1681223247.658","1.023","0.101"
"1681223247.708","1.023","0.101"
"1681223247.758","1.021","0.103"
"1681223247.808","1.022","0.103"
"1681223247.858","1.024","0.103"
"1681223247.908","1.024","0.104"
"1681223247.958","1.025","0.095"
"1681223248.008","1.020","0.103"
"1681223248.058","1.024","0.101"
"1681223248.108","1.023","0.104"
"1681223248.158","1.023","0.103"
"1681223248.208","1.028","0.101"
"1681223248.258","1.024","0.101"
"1681223248.308","1.024","0.102"
"1681223248.358","1.026","0.101"
"1681223248.408","1.025","0.103"
"1681223248.458","1.021","0.103"
"1681223248.508","1.024","0.099"
"1681223248.558","1.023","0.102"
"1681223248.608","1.026","0.102"
"1681223248.658","1.022","0.102"
"1681223248.708","1.021","0.102"
"1681223248.758","1.020","0.103"
"1681223248.808","1.023","0.100"
"1681223248.858","1.022","0.102"
"1681223248.908","1.022","0.101"
"1681223248.958","1.026","0.105"
"1681223249.008","1.023","0.101"
"1681223249.058","1.022","0.103"
"1681223249.108","1.021","0.103"
"1681223249.158","1.023","0.102"
"1681223249.208","1.023","0.103"
"1681223249.258","1.022","0.100"
"1681223249.308","1.026","0.101"
"1681223249.358","1.025","0.105"
"1681223249.408","1.023","0.102"
"1681223249.458","1.026","0.102"
"1681223249.508","1.026","0.103"
"1681223249.558","1.026","0.103"
"1681223249.608","1.026","0.104"
"1681223249.658","1.023","0.101"
"1681223249.708","1.021","0.098"
"1681223249.758","1.022","0.099"
"1681223249.808","1.021","0.101"
"1681223249.858","1.023","0.103"
"1681223249.908","1.021","0.101"
"1681223249.958","1.025","0.102"
"1681223250.008","1.023","0.104"
"1681223250.058","1.025","0.100"
"1681223250.108","1.025","0.102"
"1681223250.158","1.026","0.102"
"1681223250.208","1.027","0.103"
"1681223250.258","1.026","0.101"
"1681223250.308","1.021","0.101"
"1681223250.358","1.021","0.100"
"1681223250.408","1.025","0.099"
"1681223250.458","1.022","0.101"
"1681223250.508","1.021","0.102"
"1681223250.558","1.025","0.097"
"1681223250.608","1.026","0.102"
"1681223250.658","1.023","0.103"
"1681223250.708","1.027","0.101"
"1681223250.758","1.019","0.097"
"1681223250.808","1.026","0.103"
"1681223250.858","1.025","0.102"
"1681223250.908","1.024","0.102"
"1681223250.958","1.025","0.103"
"1681223251.008","1.025","0.100"
"1681223251.058","1.024","0.103"
"1681223251.108","1.025","0.102"
"1681223251.158","1.026","0.100"
"1681223251.208","1.026","0.101"
"1681223251.258","1.022","0.106"
"1681223251.308","1.024","0.101"
"1681223251.358","1.022","0.102"
"1681223251.408","1.021","0.099"
"1681223251.458","1.022","0.100"
"1681223251.508","1.021","0.100"
"1681223251.558","1.025","0.099"
"1681223251.608","1.022","0.103"
"1681223251.658","1.025","0.100"
"1681223251.708","1.026","0.097"
"1681223251.758","1.026","0.105"
"1681223251.808","1.024","0.099"
"1681223251.858","1.023","0.099"
"1681223251.908","1.025","0.100"
"1681223251.958","1.025","0.099"
"1681223252.008","1.023","0.102"
"1681223252.058","1.022","0.101"
"1681223252.108","1.024","0.102"
"1681223252.158","1.024","0.101"
"1681223252.208","1.020","0.101"
"1681223252.258","1.024","0.101"
"1681223252.308","1.025","0.104"
"1681223252.358","1.026","0.101"
"1681223252.408","1.022","0.102"
"1681223252.458","1.024","0.103"
"1681223252.508","1.025","0.102"
"1681223252.558","1.025","0.099"
"1681223252.608","1.025","0.104"
"1681223252.658","1.021","0.100"
"1681223252.708","1.023","0.103"
"1681223252.758","1.024","0.107"
"1681223252.808","1.027","0.105"
"1681223252.858","1.022","0.099"
"1681223252.908","1.026","0.102"
"1681223252.958","1.021","0.103"
"1681223253.008","1.028","0.105"
"1681223253.058","1.021","0.104"
"1681223253.108","1.024","0.101"
"1681223253.158","1.023","0.100"
"1681223253.208","1.023","0.100"
"1681223253.258","1.025","0.101"
"1681223253.308","1.024","0.100"
"1681223253.358","1.022","0.101"
"1681223253.408","1.023","0.104"
"1681223253.458","1.025","0.104"
"1681223253.508","1.024","0.102"
"1681223253.558","1.025","0.104"
"1681223253.608","1.024","0.101"
"1681223253.658","1.022","0.103"
"1681223253.708","1.023","0.102"
"1681223253.758","1.022","0.098"
"1681223253.808","1.020","0.105"
"1681223253.858","1.021","0.103"
"1681223253.908","1.023","0.103"
"1681223253.958","1.021","0.101"
"1681223254.008","1.025","0.104"
"1681223254.058","1.023","0.102"
"1681223254.108","1.021","0.102"
"1681223254.158","1.022","0.101"
"1681223254.208","1.021","0.103"
"1681223254.258","1.025","0.102"
"1681223254.308","1.026","0.101"
"1681223254.358","1.022","0.106"
"1681223254.408","1.022","0.103"
"1681223254.458","1.021","0.103"
"1681223254.508","1.023","0.107"
"1681223254.558","1.027","0.101"
"1681223254.608","1.024","0.101"
"1681223254.658","1.025","0.103"
"1681223254.708","1.026","0.103"
"1681223254.758","1.023","0.100"
"1681223254.808","1.025","0.103"
"1681223254.858","1.020","0.098"
"1681223254.908","1.023","0.101"
"1681223254.958","1.026","0.101"
"1681223255.008","1.023","0.100"
"1681223255.058","1.022","0.102"
"1681223255.108","1.023","0.105"
"1681223255.158","1.024","0.104"
"1681223255.208","1.025","0.099"
"1681223255.258","1.024","0.102"
"1681223255.308","1.022","0.103"
"1681223255.358","1.022","0.104"
"1681223255.408","1.023","0.105"
"1681223255.458","1.021","0.102"
"1681223255.508","1.025","0.099"
"1681223255.558","1.023","0.104"
"1681223255.608","1.023","0.104"
"1681223255.658","1.023","0.101"
"1681223255.708","1.023","0.104"
"1681223255.758","1.026","0.099"
"1681223255.808","1.024","0.106"
"1681223255.858","1.019","0.102"
"1681223255.908","1.025","0.106"
"1681223255.958","1.022","0.104"
"1681223256.008","1.022","0.102"
"1681223256.058","1.025","0.104"
"1681223256.108","1.025","0.101"
"1681223256.158","1.025","0.107"
"1681223256.208","1.023","0.103"
"1681223256.258","1.023","0.099"
"1681223256.308","1.022","0.100"
"1681223256.358","1.025","0.098"
"1681223256.408","1.020","0.101"
"1681223256.458","1.024","0.100"
"1681223256.508","1.025","0.102"
"1681223256.558","1.023","0.101"
"1681223256.608","1.020","0.101"
"1681223256.658","1.022","0.099"
"1681223256.708","1.022","0.098"
"1681223256.758","1.023","0.098"
"1681223256.808","1.023","0.102"
"1681223256.858","1.023","0.102"
"1681223256.908","1.022","0.102"
"1681223256.958","1.022","0.099"
"1681223257.008","1.023","0.099"
"1681223257.058","1.023","0.101"
"1681223257.108","1.022","0.098"
"1681223257.158","1.026","0.097"
"1681223257.208","1.023","0.101"
"1681223257.258","1.025","0.103"
"1681223257.308","1.021","0.100"
"1681223257.358","1.025","0.103"
"1681223257.408","1.022","0.102"
"1681223257.458","1.019","0.105"
"1681223257.508","1.021","0.100"
"1681223257.558","1.019","0.102"
"1681223257.608","1.022","0.102"
"1681223257.658","1.025","0.102"
"1681223257.708","1.022","0.099"
"1681223257.758","1.026","0.102"
"1681223257.808","1.024","0.101"
"1681223257.858","1.020","0.100"
"1681223257.908","1.022","0.102"
"1681223257.958","1.022","0.104"
"1681223258.008","1.024","0.103"
"1681223258.058","1.022","0.101"
"1681223258.108","1.020","0.100"
"1681223258.158","1.022","0.103"
"1681223258.208","1.020","0.103"
"1681223258.258","1.025","0.104"
"1681223258.308","1.026","0.102"
"1681223258.358","1.021","0.104"
"1681223258.408","1.025","0.103"
"1681223258.458","1.026","0.103"
"1681223258.508","1.025","0.103"
"1681223258.558","1.023","0.104"
"1681223258.608","1.025","0.102"
"1681223258.658","1.022","0.103"
"1681223258.708","1.023","0.101"
"1681223258.758","1.022","0.103"
"1681223258.808","1.023","0.099"
"1681223258.858","1.022","0.101"
"1681223258.908","1.020","0.104"
"1681223258.958","1.022","0.101"
"1681223259.008","1.022","0.101"
"1681223259.058","1.023","0.102"
"1681223259.108","1.025","0.104"
"1681223259.158","1.022","0.105"
"1681223259.208","1.022","0.101"
"1681223259.258","1.026","0.102"
"1681223259.308","1.024","0.100"
"1681223259.358","1.021","0.103"
"1681223259.408","1.026","0.104"
"1681223259.458","1.022","0.104"
"1681223259.508","1.022","0.099"
"1681223259.558","1.023","0.100"
"1681223259.608","1.023","0.103"
"1681223259.658","1.027","0.103"
"1681223259.708","1.027","0.104"
"1681223259.758","1.021","0.103"
"1681223259.808","1.022","0.103"
"1681223259.858","1.023","0.101"
"1681223259.908","1.022","0.098"
"1681223259.958","1.024","0.104"
"1681223260.008","1.026","0.099"
"1681223260.058","1.025","0.105"
"1681223260.108","1.023","0.102"
"1681223260.158","1.023","0.101"
"1681223260.208","1.018","0.100"
"1681223260.258","1.022","0.101"
"1681223260.308","1.023","0.101"
"1681223260.358","1.019","0.101"
"1681223260.408","1.023","0.100"
"1681223260.458","1.026","0.100"
"1681223260.508","1.023","0.103"
"1681223260.558","1.022","0.101"
"1681223260.608","1.023","0.100"
"1681223260.658","1.021","0.100"
"1681223260.708","1.021","0.100"
"1681223260.758","1.031","0.090"
"1681223260.808","1.020","0.102"
"1681223260.858","1.024","0.101"
"1681223260.908","1.027","0.099"
"1681223260.958","1.022","0.102"
"1681223261.008","1.025","0.102"
"1681223261.058","1.022","0.100"
"1681223261.108","1.025","0.101"
"1681223261.158","1.024","0.099"
"1681223261.208","1.024","0.102"
"1681223261.258","1.023","0.102"
"1681223261.308","1.020","0.102"
"1681223261.358","1.023","0.102"
"1681223261.408","1.021","0.102"
"1681223261.458","1.025","0.106"
"1681223261.508","1.022","0.104"
"1681223261.558","1.021","0.099"
"1681223261.608","1.025","0.098"
"1681223261.658","1.024","0.102"
