,Channel A Last (V),Channel B Last (V)
1670339066,1.01,0.083
1670339067,1.007,0.08
1670339067,1.01,0.085
1670339067,1.012,0.076
1670339067,1.009,0.076
1670339067,1.01,0.076
1670339067,1.013,0.081
1670339067,1.011,0.087
1670339067,1.008,0.075
1670339067,1.009,0.075
1670339067,1.008,0.079
1670339067,1.006,0.077
1670339067,1.01,0.083
1670339067,1.012,0.076
1670339067,1.01,0.089
1670339067,1.007,0.077
1670339067,1.01,0.072
1670339067,1.013,0.079
1670339067,1.008,0.082
1670339067,1.01,0.082
1670339067,1.01,0.086
1670339068,1.009,0.069
1670339068,1.014,0.079
1670339068,1.014,0.075
1670339068,1.008,0.08
1670339068,1.011,0.077
1670339068,1.01,0.079
1670339068,1.009,0.078
1670339068,1.009,0.079
1670339068,1.013,0.072
1670339068,1.01,0.078
1670339068,1.011,0.077
1670339068,1.012,0.081
1670339068,1.008,0.077
1670339068,1.009,0.075
1670339068,1.012,0.083
1670339068,1.006,0.084
1670339068,1.012,0.08
1670339068,1.01,0.078
1670339068,1.007,0.085
1670339068,1.009,0.074
1670339069,1.011,0.08
1670339069,1.008,0.074
1670339069,1.011,0.074
1670339069,1.007,0.086
1670339069,1.01,0.078
1670339069,1.009,0.072
1670339069,1.009,0.072
1670339069,1.007,0.072
1670339069,1.009,0.074
1670339069,1.008,0.082
1670339069,1.009,0.08
1670339069,1.01,0.076
1670339069,1.01,0.082
1670339069,1.01,0.074
1670339069,1.01,0.077
1670339069,1.01,0.072
1670339069,1.013,0.088
1670339069,1.01,0.076
1670339069,1.011,0.083
1670339069,1.01,0.08
1670339070,1.011,0.078
1670339070,1.01,0.082
1670339070,1.012,0.07
1670339070,1.022,0.088
1670339070,1.011,0.079
1670339070,1.01,0.075
1670339070,1.009,0.088
1670339070,1.012,0.08
1670339070,1.009,0.091
1670339070,1.007,0.09
1670339070,1.009,0.089
1670339070,1.007,0.079
1670339070,1.009,0.073
1670339070,1.009,0.086
1670339070,1.01,0.078
1670339070,1.011,0.079
1670339070,1.008,0.081
1670339070,1.011,0.086
1670339070,1.008,0.075
1670339070,1.011,0.081
1670339071,1.01,0.079
1670339071,1.01,0.086
1670339071,1.01,0.088
1670339071,1.011,0.09
1670339071,1.008,0.08
1670339071,1.009,0.078
1670339071,1.011,0.076
1670339071,1.01,0.076
1670339071,1.009,0.077
1670339071,1.007,0.078
1670339071,1.011,0.073
1670339071,1.011,0.078
1670339071,1.011,0.077
1670339071,1.009,0.083
1670339071,1.01,0.073
1670339071,1.006,0.08
1670339071,1.015,0.088
1670339071,1.011,0.078
1670339071,1.008,0.078
1670339071,1.011,0.077
1670339072,1.01,0.084
1670339072,1.008,0.077
1670339072,1.012,0.083
1670339072,1.014,0.078
1670339072,0.997,0.077
1670339072,1.009,0.082
1670339072,1.011,0.073
1670339072,1.01,0.083
1670339072,1.011,0.079
1670339072,1.01,0.076
1670339072,1.008,0.077
1670339072,1.009,0.073
1670339072,1.01,0.085
1670339072,1.011,0.081
1670339072,1.008,0.088
1670339072,1.009,0.085
1670339072,1.013,0.079
1670339072,1.013,0.077
1670339072,1.01,0.079
1670339072,1.011,0.078
1670339073,1.014,0.07
1670339073,1.011,0.079
1670339073,1.013,0.08
1670339073,1.008,0.073
1670339073,1.013,0.072
1670339073,1.012,0.081
1670339073,1.01,0.074
1670339073,1.012,0.071
1670339073,1.01,0.087
1670339073,1.011,0.088
1670339073,1.009,0.087
1670339073,1.011,0.079
1670339073,1.014,0.074
1670339073,1.012,0.08
1670339073,1.013,0.092
1670339073,1.011,0.083
1670339073,1.011,0.074
1670339073,1.01,0.077
1670339073,1.01,0.081
1670339073,1.01,0.075
1670339074,1.011,0.077
1670339074,1.01,0.08
1670339074,1.015,0.074
1670339074,1.006,0.077
1670339074,1.011,0.083
1670339074,1.011,0.077
1670339074,1.01,0.084
1670339074,1.011,0.081
1670339074,1.013,0.073
1670339074,1.011,0.077
1670339074,1.01,0.079
1670339074,1.013,0.078
1670339074,1.011,0.084
1670339074,1.01,0.078
1670339074,1.01,0.078
1670339074,1.012,0.081
1670339074,1.012,0.084
1670339074,1.012,0.085
1670339074,1.014,0.077
1670339074,1.011,0.083
1670339075,1.008,0.073
1670339075,1.009,0.077
1670339075,1.012,0.076
1670339075,1.007,0.077
1670339075,1.007,0.074
1670339075,1.012,0.077
1670339075,1.011,0.082
1670339075,1.009,0.081
1670339075,1.009,0.078
1670339075,1.01,0.087
1670339075,1.011,0.072
1670339075,1.009,0.08
1670339075,1.012,0.082
1670339075,1.006,0.076
1670339075,1.01,0.085
1670339075,1.013,0.079
1670339075,1.012,0.086
1670339075,1.012,0.079
1670339075,1.008,0.077
1670339075,1.009,0.078
1670339076,1.01,0.078
1670339076,1.011,0.074
1670339076,1.01,0.078
1670339076,1.011,0.083
1670339076,1.009,0.071
1670339076,1.01,0.078
1670339076,1.008,0.042
1670339076,1.01,0.125
1670339076,1.014,0.088
1670339076,1.009,0.083
1670339076,1.011,0.126
1670339076,1.011,0.073
1670339076,1.01,0.103
1670339076,1.008,0.063
1670339076,1.008,0.07
1670339076,1.008,0.076
1670339076,1.009,0.078
1670339076,1.011,0.076
1670339076,1.011,0.081
1670339076,1.013,0.067
1670339077,1.009,0.052
1670339077,1.014,0.08
1670339077,1.012,0.078
1670339077,1.008,0.062
1670339077,1.017,0.082
1670339077,1.015,0.084
1670339077,1.004,0.021
1670339077,1.012,0.079
1670339077,1.012,0.122
1670339077,1.008,0.078
1670339077,1.013,0.083
1670339077,1.012,0.092
1670339077,1.011,0.081
1670339077,1.011,0.059
1670339077,1.014,0.079
1670339077,1.012,0.077
1670339077,1.01,0.076
1670339077,1.009,0.038
1670339077,1.013,0.117
1670339077,1.009,0.04
1670339078,1.01,0.06
1670339078,1.011,0.1
1670339078,1.011,0.097
1670339078,1.011,0.053
1670339078,1.013,0.094
1670339078,1.012,0.112
1670339078,1.009,0.082
1670339078,1.011,0.095
1670339078,1.009,0.048
1670339078,1.009,0.039
1670339078,1.009,0.08
1670339078,1.012,0.087
1670339078,1.012,0.108
1670339078,1.011,0.078
1670339078,1.011,0.109
1670339078,1.011,0.106
1670339078,1.01,0.059
1670339078,1.01,0.085
1670339078,1.013,0.09
1670339078,1.007,0.09
1670339079,1.009,0.033
1670339079,1.012,0.081
1670339079,1.014,0.092
1670339079,1.011,0.084
1670339079,1.013,0.047
1670339079,1.013,0.11
1670339079,1.007,0.058
1670339079,1.008,0.065
1670339079,1.01,0.046
1670339079,1.008,0.096
1670339079,1.01,0.075
1670339079,1.012,0.114
1670339079,1.011,0.065
1670339079,1.009,0.094
1670339079,1.015,0.135
1670339079,1.012,0.096
1670339079,1.011,0.104
1670339079,1.009,0.052
1670339079,1.01,0.093
1670339079,1.009,0.058
1670339080,1.011,0.125
1670339080,1.009,0.054
1670339080,1.007,0.046
1670339080,1.008,0.108
1670339080,1.012,0.133
1670339080,1.012,0.09
1670339080,1.007,0.045
1670339080,1.012,0.071
1670339080,1.009,0.077
1670339080,1.01,0.063
1670339080,1.009,0.071
1670339080,1.009,0.069
1670339080,1.009,0.092
1670339080,1.012,0.062
1670339080,1.008,0.049
1670339080,1.009,0.065
1670339080,1.007,0.087
1670339080,1.014,0.083
1670339080,1.009,0.074
1670339080,1.004,0.049
1670339081,1.012,0.079
1670339081,1.008,0.07
1670339081,1.008,0.063
1670339081,1.013,0.084
1670339081,1.007,0.066
1670339081,1.008,0.081
1670339081,1.012,0.076
1670339081,1.011,0.075
1670339081,1.006,0.076
1670339081,1.007,0.074
1670339081,1.01,0.086
1670339081,1.007,0.063
1670339081,1.01,0.076
1670339081,1.009,0.067
1670339081,1.012,0.075
1670339081,1.007,0.079
1670339081,1.011,0.073
1670339081,1.01,0.082
1670339081,1.009,0.083
1670339081,1.011,0.083
1670339082,1.009,0.075
1670339082,1.007,0.077
1670339082,1.009,0.083
1670339082,1.011,0.085
1670339082,1.009,0.083
1670339082,1.008,0.076
1670339082,1.011,0.084
1670339082,1.01,0.073
1670339082,1.009,0.077
1670339082,1.009,0.077
1670339082,1.01,0.077
1670339082,1.008,0.076
1670339082,1.008,0.081
1670339082,1.008,0.077
1670339082,1.009,0.074
1670339082,1.01,0.081
1670339082,1.011,0.083
1670339082,1.01,0.086
1670339082,1.011,0.079
1670339082,1.01,0.071
1670339083,1.008,0.079
1670339083,1.008,0.081
1670339083,1.008,0.086
1670339083,1.012,0.077
1670339083,1.008,0.09
1670339083,1.007,0.078
1670339083,1.012,0.078
1670339083,1.01,0.082
1670339083,1.01,0.081
1670339083,1.009,0.078
1670339083,1.011,0.079
1670339083,1.006,0.085
1670339083,1.011,0.084
1670339083,1.012,0.07
1670339083,1.009,0.086
1670339083,1.012,0.076
1670339083,1.011,0.08
1670339083,1.011,0.079
1670339083,1.01,0.076
1670339083,1.012,0.073
1670339084,1.011,0.083
1670339084,1.012,0.086
1670339084,1.008,0.079
1670339084,1.01,0.08
1670339084,1.009,0.077
1670339084,1.011,0.082
1670339084,1.008,0.086
1670339084,1.01,0.079
1670339084,1.009,0.082
1670339084,1.008,0.077
1670339084,1.013,0.084
1670339084,1.009,0.073
1670339084,1.012,0.073
1670339084,1.011,0.073
1670339084,1.012,0.084
1670339084,1.01,0.076
1670339084,1.008,0.083
1670339084,1.009,0.08
1670339084,1.008,0.077
1670339084,1.01,0.082
1670339085,1.007,0.085
1670339085,1.009,0.072
1670339085,1.006,0.076
1670339085,1.012,0.083
1670339085,1.008,0.073
1670339085,1.012,0.075
1670339085,1.013,0.086
1670339085,1.01,0.078
1670339085,1.01,0.076
1670339085,1.012,0.078
1670339085,1.009,0.081
1670339085,1.008,0.074
1670339085,1.006,0.087
1670339085,1.013,0.076
1670339085,1.009,0.069
1670339085,1.008,0.084
1670339085,1.012,0.078
1670339085,1.011,0.081
1670339085,1.013,0.082
1670339085,1.011,0.082
1670339086,1.007,0.077
1670339086,1.01,0.082
1670339086,1.011,0.09
1670339086,1.012,0.073
1670339086,1.013,0.071
1670339086,1.015,0.079
1670339086,1.009,0.075
1670339086,1.011,0.08
1670339086,1.006,0.081
1670339086,1.009,0.088
1670339086,1.01,0.072
1670339086,1.007,0.077
1670339086,1.012,0.081
1670339086,1.011,0.09
1670339086,1.009,0.078
1670339086,1.013,0.08
1670339086,1.01,0.079
1670339086,1.011,0.086
1670339086,1.01,0.079
1670339086,1.01,0.081
1670339087,1.007,0.076
1670339087,1.01,0.08
1670339087,1.01,0.077
1670339087,1.009,0.073
1670339087,1.007,0.079
1670339087,1.01,0.065
1670339087,0.999,0.087
1670339087,1.01,0.101
1670339087,1.011,0.073
1670339087,1.007,0.098
1670339087,1.013,0.069
1670339087,1.011,0.087
1670339087,1.007,0.083
1670339087,1.01,0.082
1670339087,1.011,0.079
1670339087,1.011,0.081
1670339087,1.011,0.071
1670339087,1.011,0.074
1670339087,1.013,0.083
1670339087,1.01,0.073
1670339088,1.009,0.08
1670339088,1.01,0.082
1670339088,1.01,0.073
1670339088,1.01,0.083
1670339088,1.012,0.073
1670339088,1.01,0.085
1670339088,1.007,0.081
1670339088,1.01,0.087
1670339088,1.011,0.084
1670339088,1.011,0.078
1670339088,1.007,0.079
1670339088,1.013,0.076
1670339088,1.01,0.08
1670339088,1.008,0.08
1670339088,1.009,0.086
1670339088,1.009,0.084
1670339088,1.01,0.078
1670339088,1.009,0.08
1670339088,1.011,0.083
1670339088,1.009,0.079
1670339089,1.009,0.075
1670339089,1.01,0.082
1670339089,1.011,0.061
1670339089,1.01,0.081
1670339089,1.009,0.083
1670339089,1.012,0.077
1670339089,1.008,0.076
1670339089,1.011,0.061
1670339089,1.012,0.086
1670339089,1.012,0.076
1670339089,1.01,0.079
1670339089,1.01,0.076
1670339089,1.01,0.086
1670339089,1.011,0.078
1670339089,1.008,0.081
1670339089,1.01,0.081
1670339089,1.009,0.07
1670339089,1.011,0.071
1670339089,1.009,0.084
1670339089,1.009,0.086
1670339090,1.007,0.074
1670339090,1.009,0.081
1670339090,1.01,0.082
1670339090,1.012,0.073
1670339090,1.013,0.079
1670339090,1.012,0.084
1670339090,1.011,0.073
1670339090,1.01,0.084
1670339090,1.01,0.077
1670339090,1.011,0.071
1670339090,1.013,0.082
1670339090,1.011,0.076
1670339090,1.013,0.081
1670339090,1.01,0.072
1670339090,1.01,0.077
1670339090,1.01,0.072
1670339090,1.009,0.073
1670339090,1.01,0.073
1670339090,1.013,0.075
1670339090,1.011,0.079
1670339091,1.011,0.075
1670339091,1.012,0.077
1670339091,1.01,0.077
1670339091,1.012,0.077
1670339091,1.012,0.077
1670339091,1.009,0.076
1670339091,1.007,0.077
1670339091,1.012,0.079
1670339091,1.011,0.071
1670339091,1.008,0.075
1670339091,1.015,0.081
1670339091,1.012,0.085
1670339091,1.013,0.074
1670339091,1.011,0.082
1670339091,1.009,0.079
1670339091,1.011,0.075
1670339091,1.012,0.075
1670339091,1.011,0.082
1670339091,1.011,0.078
1670339091,1.008,0.08
1670339092,1.009,0.086
1670339092,1.01,0.077
1670339092,1.011,0.073
1670339092,1.01,0.066
1670339092,1.011,0.077
1670339092,1.009,0.076
1670339092,1.011,0.079
1670339092,1.015,0.082
1670339092,1.01,0.065
1670339092,1.01,0.074
1670339092,1.011,0.077
1670339092,1.008,0.079
1670339092,1.01,0.066
1670339092,1.01,0.072
1670339092,1.013,0.081
1670339092,1.009,0.082
1670339092,1.008,0.077
1670339092,1.009,0.089
1670339092,1.008,0.075
1670339092,1.008,0.063
1670339093,1.013,0.08
1670339093,1.01,0.06
1670339093,1.011,0.081
1670339093,1.01,0.078
1670339093,1.012,0.086
1670339093,1.013,0.098
1670339093,1.012,0.078
1670339093,1.012,0.075
1670339093,1.012,0.08
1670339093,1.012,0.078
1670339093,1.009,0.072
1670339093,1.012,0.092
1670339093,1.008,0.046
1670339093,1.013,0.09
1670339093,1.007,0.089
1670339093,1.01,0.077
1670339093,1.01,0.094
1670339093,1.011,0.087
1670339093,1.01,0.079
1670339093,1.011,0.081
1670339094,1.012,0.067
1670339094,1.012,0.092
1670339094,1.014,0.084
1670339094,1.011,0.04
1670339094,1.013,0.089
1670339094,1.01,0.085
1670339094,1.01,0.082
1670339094,1.007,0.08
1670339094,1.008,0.102
1670339094,1.008,0.074
1670339094,1.01,0.076
1670339094,1.013,0.079
1670339094,1.013,0.081
1670339094,1.008,0.061
1670339094,1.014,0.083
1670339094,1.01,0.071
1670339094,1.009,0.068
1670339094,1.008,0.063
1670339094,1.011,0.087
1670339094,1.012,0.083
1670339095,1.012,0.063
1670339095,1.013,0.084
1670339095,1.015,0.119
1670339095,1.01,0.086
1670339095,1.013,0.095
1670339095,1.01,0.079
1670339095,1.009,0.071
1670339095,1.008,0.07
1670339095,1.01,0.086
1670339095,1.012,0.067
1670339095,1.007,0.069
1670339095,1.009,0.099
1670339095,1.01,0.084
1670339095,1.011,0.08
1670339095,1.009,0.092
1670339095,1.009,0.076
1670339095,1.012,0.064
1670339095,1.008,0.086
1670339095,1.008,0.103
1670339095,1.011,0.086
1670339096,1.011,0.073
1670339096,1.008,0.107
1670339096,1.007,0.068
1670339096,1.009,0.051
1670339096,1.008,0.093
1670339096,1.01,0.043
1670339096,1.009,0.095
1670339096,1.009,0.078
1670339096,1.009,0.046
1670339096,1.009,0.087
1670339096,1.008,0.058
1670339096,0.997,0.107
1670339096,1.012,0.08
1670339096,1.012,0.075
1670339096,1.008,0.118
1670339096,1.011,0.097
1670339096,1.01,0.111
1670339096,1.011,0.076
1670339096,1.011,0.06
1670339096,1.014,0.084
1670339097,1.07,0.109
1670339097,2.444,0.074
1670339097,2.442,0.091
1670339097,2.448,0.074
1670339097,2.444,0.073
1670339097,2.441,0.05
1670339097,2.446,0.066
1670339097,2.445,0.106
1670339097,2.441,0.077
1670339097,2.447,0.077
1670339097,2.441,0.039
1670339097,2.439,0.08
1670339097,2.445,0.082
1670339097,2.442,0.08
1670339097,2.443,0.074
1670339097,2.444,0.086
1670339097,2.441,0.048
1670339097,2.414,0.125
1670339097,1.009,0.067
1670339097,1.012,0.038
1670339098,1.007,0.904
1670339098,1.005,8.174
1670339098,1.005,8.177
1670339098,1.005,8.179
1670339098,1.006,8.178
1670339098,1.009,8.179
1670339098,1.004,8.201
1670339098,1.005,8.173
1670339098,1.008,8.187
1670339098,1.006,8.184
1670339098,1.005,8.179
1670339098,1.008,8.178
1670339098,1.008,8.182
1670339098,1.008,8.172
1670339098,1.011,1.86
1670339098,1.007,0.072
1670339098,1.009,0.057
1670339098,1.01,0.066
1670339098,1.009,0.092
1670339098,1.012,0.056
1670339099,1.011,0.091
1670339099,1.01,0.112
1670339099,1.012,0.087
1670339099,1.011,0.072
1670339099,1.013,0.09
1670339099,1.012,0.1
1670339099,1.01,0.084
1670339099,1.011,0.093
1670339099,1.012,0.078
1670339099,1.01,0.093
1670339099,1.008,0.084
1670339099,1.011,0.078
1670339099,1.014,0.091
1670339099,1.011,0.099
1670339099,1.009,0.093
1670339099,1.013,0.083
1670339099,1.009,0.062
1670339099,1.011,0.065
1670339099,1.008,0.084
1670339099,1.011,0.08
1670339100,1.01,0.066
1670339100,1.011,0.089
1670339100,1.02,0.039
1670339100,1.011,0.074
1670339100,1.01,0.088
1670339100,1.008,0.058
1670339100,1.01,0.067
1670339100,1.008,0.076
1670339100,1.01,0.085
1670339100,1.008,0.081
1670339100,1.009,0.072
1670339100,1.012,0.084
1670339100,1.01,0.082
1670339100,1.014,0.072
1670339100,1.011,0.076
1670339100,1.007,0.081
1670339100,1.013,0.076
1670339100,1.009,0.079
1670339100,1.011,0.077
1670339100,1.011,0.077
1670339101,1.013,0.066
1670339101,1.009,0.078
1670339101,1.006,0.09
1670339101,1.01,0.072
1670339101,1.012,0.077
1670339101,1.013,0.079
1670339101,1.01,0.079
1670339101,1.007,0.078
1670339101,1.01,0.075
1670339101,1.008,0.079
1670339101,1.011,0.079
1670339101,1.009,0.078
1670339101,1.012,0.083
1670339101,1.009,0.082
1670339101,1.013,0.08
1670339101,1.008,0.074
1670339101,1.011,0.077
1670339101,1.008,0.071
1670339101,1.012,0.088
1670339101,1.011,0.081
1670339102,1.011,0.074
1670339102,1.009,0.079
1670339102,1.009,0.073
1670339102,1.01,0.051
1670339102,1.011,0.085
1670339102,1.009,0.073
1670339102,1.011,0.071
1670339102,1.011,0.078
1670339102,1.014,0.074
1670339102,1.009,0.075
1670339102,1.012,0.082
1670339102,1.011,0.078
1670339102,1.008,0.073
1670339102,1.011,0.081
1670339102,1.01,0.079
1670339102,1.009,0.078
1670339102,1.007,0.083
1670339102,1.01,0.089
1670339102,1.011,0.087
1670339102,1.008,0.079
1670339103,1.008,0.082
1670339103,1.007,0.077
1670339103,1.009,0.078
1670339103,1.013,0.075
1670339103,1.009,0.075
1670339103,1.01,0.089
1670339103,1.008,0.078
1670339103,1.012,0.078
1670339103,1.013,0.083
1670339103,1.009,0.075
1670339103,1.011,0.077
1670339103,1.009,0.08
1670339103,1.006,0.08
1670339103,1.008,0.076
1670339103,1.01,0.076
1670339103,1.012,0.079
1670339103,1.009,0.08
1670339103,1.014,0.075
1670339103,1.012,0.082
1670339103,1.009,0.071
1670339104,1.011,0.079
1670339104,1.011,0.079
1670339104,1.009,0.078
1670339104,1.008,0.074
1670339104,1.014,0.092
1670339104,1.01,0.082
1670339104,1.01,0.078
1670339104,1.012,0.074
1670339104,1.009,0.073
1670339104,1.011,0.086
1670339104,1.006,0.081
1670339104,1.011,0.082
1670339104,1.008,0.079
1670339104,1.012,0.079
1670339104,1.011,0.085
1670339104,1.008,0.074
1670339104,1.009,0.087
1670339104,1.01,0.081
1670339104,1.013,0.085
1670339104,1.014,0.072
1670339105,1.011,0.081
1670339105,1.013,0.078
1670339105,1.01,0.078
1670339105,1.01,0.079
1670339105,1.008,0.081
1670339105,1.01,0.074
1670339105,1.009,0.082
1670339105,1.01,0.084
1670339105,1.009,0.081
1670339105,1.011,0.085
1670339105,1.013,0.086
1670339105,1.011,0.078
1670339105,1.01,0.078
1670339105,1.009,0.079
1670339105,1.01,0.074
1670339105,1.012,0.079
1670339105,1.011,0.076
1670339105,1.012,0.079
1670339105,1.011,0.07
1670339105,1.011,0.075
1670339106,1.011,0.089
1670339106,1.009,0.085
1670339106,1.012,0.077
1670339106,1.011,0.072
1670339106,1.011,0.083
1670339106,1.013,0.074
1670339106,1.009,0.08
1670339106,1.01,0.086
1670339106,1.012,0.081
1670339106,1.011,0.079
1670339106,1.01,0.078
1670339106,1.012,0.081
1670339106,1.012,0.081
1670339106,1.01,0.08
1670339106,1.009,0.081
1670339106,1.004,0.072
1670339106,1.011,0.073
1670339106,1.01,0.081
1670339106,1.008,0.068
1670339106,1.007,0.075
1670339107,1.008,0.08
1670339107,1.012,0.075
1670339107,1.009,0.08
1670339107,1.008,0.076
1670339107,1.009,0.088
1670339107,1.008,0.084
1670339107,1.011,0.083
1670339107,1.009,0.075
1670339107,1.012,0.08
1670339107,1.012,0.074
1670339107,1.01,0.086
1670339107,1.011,0.079
1670339107,1.01,0.078
1670339107,1.01,0.073
1670339107,1.011,0.082
1670339107,1.008,0.077
1670339107,1.01,0.082
1670339107,1.009,0.084
1670339107,1.01,0.076
1670339107,1.008,0.085
1670339108,1.011,0.078
1670339108,1.008,0.079
1670339108,1.009,0.081
1670339108,1.01,0.083
1670339108,1.009,0.077
1670339108,1.009,0.08
1670339108,1.009,0.084
1670339108,2.126,0.079
1670339108,2.443,0.08
1670339108,2.443,0.075
1670339108,2.443,0.075
1670339108,2.443,0.073
1670339108,2.445,0.078
1670339108,2.443,0.079
1670339108,2.442,0.078
1670339108,2.445,0.084
1670339108,2.444,0.073
1670339108,2.437,0.073
1670339108,2.213,0.079
1670339108,1.011,0.078
1670339109,1.009,0.075
1670339109,1.007,0.078
1670339109,1.01,0.075
1670339109,1.009,0.075
1670339109,1.008,0.073
1670339109,1.007,0.08
1670339109,1.008,0.082
1670339109,2.442,0.072
1670339109,2.445,0.077
1670339109,2.442,3.147
1670339109,2.439,8.179
1670339109,2.441,8.187
1670339109,2.44,8.175
1670339109,2.443,8.184
1670339109,2.439,8.193
1670339109,2.44,0.079
1670339109,2.443,0.081
1670339109,2.441,0.084
1670339109,2.446,0.082
1670339109,2.445,0.08
1670339110,2.446,0.078
1670339110,2.444,0.076
1670339110,1.026,0.077
1670339110,1.007,0.074
1670339110,1.009,0.09
1670339110,1.011,0.084
1670339110,1.013,0.949
1670339110,1.006,8.178
1670339110,1.008,8.179
1670339110,1.008,8.173
1670339110,1.008,8.185
1670339110,1.012,8.177
1670339110,1.01,8.182
1670339110,1.007,8.174
1670339110,1.008,8.179
1670339110,1.007,8.177
1670339110,1.007,8.184
1670339110,1.008,8.185
1670339110,1.011,8.182
1670339110,1.013,2.668
1670339111,1.009,0.077
1670339111,1.012,0.079
1670339111,1.007,0.088
1670339111,1.011,0.095
1670339111,1.012,0.088
1670339111,1.012,0.097
1670339111,1.01,0.084
1670339111,1.01,0.086
1670339111,1.011,0.085
1670339111,1.008,0.102
1670339111,1.007,0.085
1670339111,1.01,0.069
1670339111,1.008,0.062
1670339111,1.01,0.079
1670339111,1.01,0.072
1670339111,1.011,0.065
1670339111,1.011,0.068
1670339111,1.009,0.079
1670339111,1.012,0.093
1670339111,1.01,0.088
1670339112,1.01,0.076
1670339112,1.009,0.098
1670339112,1.012,0.077
1670339112,1.01,0.053
1670339112,1.01,0.063
1670339112,1.012,0.06
1670339112,1.011,0.084
1670339112,1.012,0.088
1670339112,1.01,0.096
1670339112,1.007,0.064
1670339112,1.009,0.088
1670339112,1.012,0.072
1670339112,1.006,0.125
1670339112,1.007,0.075
1670339112,1.01,0.109
1670339112,1.011,0.069
1670339112,1.007,0.048
1670339112,1.011,0.069
1670339112,1.008,0.08
1670339112,1.011,0.096
1670339113,1.01,0.084
1670339113,1.006,0.055
1670339113,1.012,0.046
1670339113,1.018,0.161
1670339113,1.01,0.064
1670339113,1.009,0.063
1670339113,1.008,0.035
1670339113,1.01,0.073
1670339113,1.011,0.089
1670339113,1.01,0.086
1670339113,1.009,0.088
1670339113,1.012,0.092
1670339113,1.012,0.09
1670339113,1.009,0.074
1670339113,1.009,0.068
1670339113,1.01,0.048
1670339113,1.011,0.09
1670339113,1.011,0.082
1670339113,1.01,0.082
1670339113,1.009,0.083
1670339114,1.012,0.088
1670339114,1.012,0.081
1670339114,1.006,0.059
1670339114,1.009,0.054
1670339114,1.008,0.077
1670339114,1.011,0.079
1670339114,1.008,0.067
1670339114,1.012,0.099
1670339114,1.015,0.134
1670339114,1.008,0.054
1670339114,1.011,0.124
1670339114,1.008,0.062
1670339114,1.011,0.053
1670339114,1.011,0.059
1670339114,1.014,0.082
1670339114,1.01,0.057
1670339114,1.008,0.085
1670339114,1.01,0.069
1670339114,1.013,0.095
1670339114,1.011,0.08
1670339115,1.013,0.095
