,Channel A Last (V),Channel B Last (V)
1681721896,1.01,0.076
1681721896,1.01,0.072
1681721896,1.01,0.074
1681721896,1.01,0.072
1681721896,1.008,0.078
1681721896,1.008,0.078
1681721897,1.006,0.078
1681721897,1.009,0.077
1681721897,1.01,0.08
1681721897,1.008,0.079
1681721897,1.01,0.08
1681721897,1.012,0.07
1681721897,1.009,0.074
1681721897,1.008,0.071
1681721897,1.008,0.083
1681721897,1.008,0.084
1681721897,1.008,0.08
1681721897,1.012,0.079
1681721897,1.01,0.071
1681721897,1.011,0.083
1681721897,1.008,0.079
1681721897,1.011,0.074
1681721897,1.01,0.077
1681721897,1.012,0.081
1681721897,1.013,0.077
1681721897,1.011,0.076
1681721898,1.011,0.075
1681721898,1.009,0.078
1681721898,1.012,0.085
1681721898,1.013,0.071
1681721898,1.013,0.082
1681721898,1.012,0.077
1681721898,1.01,0.088
1681721898,1.01,0.076
1681721898,1.01,0.083
1681721898,1.011,0.069
1681721898,1.011,0.082
1681721898,1.008,0.081
1681721898,1.01,0.074
1681721898,1.011,0.083
1681721898,1.01,0.078
1681721898,1.011,0.074
1681721898,1.009,0.079
1681721898,1.012,0.076
1681721898,1.013,0.087
1681721898,1.012,0.075
1681721899,1.01,0.078
1681721899,1.01,0.075
1681721899,1.011,0.073
1681721899,1.011,0.075
1681721899,1.009,0.077
1681721899,1.006,0.079
1681721899,1.01,0.086
1681721899,1.01,0.072
1681721899,1.014,0.085
1681721899,1.01,0.077
1681721899,1.013,0.077
1681721899,1.008,0.077
1681721899,1.006,0.071
1681721899,1.009,0.079
1681721899,1.009,0.082
1681721899,1.01,0.077
1681721899,1.01,0.075
1681721899,1.012,0.075
1681721899,1.007,0.077
1681721899,1.01,0.067
1681721900,1.012,0.079
1681721900,1.012,0.08
1681721900,1.009,0.078
1681721900,1.007,0.082
1681721900,1.009,0.075
1681721900,1.009,0.078
1681721900,1.01,0.081
1681721900,1.01,0.076
1681721900,1.009,0.071
1681721900,1.011,0.07
1681721900,1.008,0.08
1681721900,1.008,0.077
1681721900,1.012,0.082
1681721900,1.011,0.078
1681721900,1.012,0.073
1681721900,1.013,0.085
1681721900,1.012,0.081
1681721900,1.01,0.077
1681721900,1.011,0.075
1681721900,1.014,0.079
1681721901,1.01,0.078
1681721901,1.011,0.086
1681721901,1.012,0.08
1681721901,1.014,0.075
1681721901,1.011,0.083
1681721901,1.01,0.074
1681721901,1.01,0.069
1681721901,1.013,0.072
1681721901,1.011,0.075
1681721901,1.012,0.083
1681721901,1.01,0.073
1681721901,1.014,0.073
1681721901,1.012,0.078
1681721901,1.007,0.08
1681721901,1.01,0.07
1681721901,1.011,0.078
1681721901,1.009,0.079
1681721901,1.01,0.071
1681721901,1.013,0.08
1681721901,1.014,0.084
1681721902,1.01,0.078
1681721902,1.016,0.078
1681721902,1.012,0.077
1681721902,0.998,0.077
1681721902,1.011,0.074
1681721902,1.011,0.08
1681721902,1.007,0.077
1681721902,1.01,0.077
1681721902,1.011,0.076
1681721902,1.009,0.069
1681721902,1.01,0.082
1681721902,1.014,0.08
1681721902,1.008,0.075
1681721902,1.01,0.08
1681721902,1.013,0.074
1681721902,1.01,0.074
1681721902,1.01,0.08
1681721902,1.012,0.072
1681721902,1.01,0.073
1681721902,1.01,0.086
1681721903,1.006,0.074
1681721903,1.012,0.073
1681721903,1.011,0.072
1681721903,1.011,0.075
1681721903,1.009,0.082
1681721903,1.007,0.071
1681721903,1.011,0.079
1681721903,1.008,0.078
1681721903,1.01,0.075
1681721903,1.011,0.078
1681721903,1.012,0.079
1681721903,1.006,0.078
1681721903,1.008,0.077
1681721903,1.012,0.085
1681721903,1.01,0.078
1681721903,1.007,0.069
1681721903,1.009,0.081
1681721903,1.008,0.082
1681721903,1.01,0.079
1681721903,1.01,0.077
1681721904,1.011,0.079
1681721904,1.013,0.073
1681721904,1.008,0.075
1681721904,1.008,0.072
1681721904,1.009,0.07
1681721904,1.012,0.074
1681721904,1.007,0.073
1681721904,1.008,0.082
1681721904,1.008,0.078
1681721904,1.009,0.069
1681721904,1.01,0.083
1681721904,1.009,0.063
1681721904,1.008,0.082
1681721904,1.011,0.077
1681721904,1.006,0.082
1681721904,1.009,0.076
1681721904,1.011,0.078
1681721904,1.01,0.082
1681721904,1.01,0.068
1681721904,1.007,0.072
1681721905,1.007,0.075
1681721905,1.008,0.079
1681721905,1.011,0.075
1681721905,1.008,0.074
1681721905,1.007,0.073
1681721905,1.012,0.082
1681721905,1.01,0.077
1681721905,1.009,0.077
1681721905,1.012,0.084
1681721905,1.009,0.078
1681721905,1.009,0.073
1681721905,1.012,0.076
1681721905,1.011,0.076
1681721905,1.012,0.077
1681721905,1.01,0.078
1681721905,1.01,0.073
1681721905,1.006,0.084
1681721905,1.01,0.082
1681721905,1.011,0.071
1681721905,1.007,0.072
1681721906,1.01,0.082
1681721906,1.009,0.072
1681721906,1.005,0.082
1681721906,1.007,0.079
1681721906,1.011,0.071
1681721906,1.007,0.062
1681721906,1.009,0.07
1681721906,1.011,0.083
1681721906,1.01,0.078
1681721906,1.011,0.073
1681721906,1.01,0.073
1681721906,1.011,0.071
1681721906,1.009,0.075
1681721906,1.01,0.076
1681721906,1.012,0.084
1681721906,1.01,0.073
1681721906,1.008,0.076
1681721906,1.011,0.074
1681721906,1.013,0.083
1681721906,1.01,0.081
1681721907,1.011,0.073
1681721907,1.012,0.083
1681721907,1.011,0.074
1681721907,1.01,0.068
1681721907,1.007,0.078
1681721907,1.011,0.072
1681721907,1.012,0.072
1681721907,1.01,0.069
1681721907,1.011,0.072
1681721907,1.012,0.074
1681721907,1.01,0.077
1681721907,1.01,0.075
1681721907,1.012,0.072
1681721907,1.011,0.073
1681721907,1.012,0.073
1681721907,1.01,0.079
1681721907,1.009,0.083
1681721907,1.014,0.08
1681721907,1.012,0.074
1681721907,1.008,0.081
1681721908,1.012,0.078
1681721908,1.01,0.081
1681721908,1.008,0.073
1681721908,1.013,0.079
1681721908,1.01,0.071
1681721908,1.011,0.082
1681721908,1.005,0.092
1681721908,1.008,0.08
1681721908,1.009,0.068
1681721908,1.014,0.082
1681721908,1.01,0.082
1681721908,1.009,0.079
1681721908,1.014,0.073
1681721908,1.013,0.074
1681721908,1.012,0.076
1681721908,1.01,0.081
1681721908,1.011,0.07
1681721908,1.007,0.089
1681721908,1.01,0.074
1681721908,1.009,0.076
1681721909,1.012,0.081
1681721909,1.009,0.075
1681721909,1.011,0.082
1681721909,1.01,0.078
1681721909,1.009,0.07
1681721909,1.01,0.071
1681721909,1.012,0.081
1681721909,1.012,0.08
1681721909,1.012,0.08
1681721909,1.01,0.074
1681721909,1.008,0.084
1681721909,1.01,0.074
1681721909,1.01,0.087
1681721909,1.01,0.08
1681721909,1.009,0.076
1681721909,1.009,0.084
1681721909,1.009,0.079
1681721909,1.009,0.076
1681721909,1.01,0.078
1681721909,1.013,0.068
1681721910,1.011,0.084
1681721910,1.01,0.079
1681721910,1.008,0.079
1681721910,1.011,0.077
1681721910,1.008,0.077
1681721910,1.01,0.078
1681721910,1.01,0.082
1681721910,1.016,0.069
1681721910,1.011,0.066
1681721910,1.014,0.077
1681721910,1.013,0.086
1681721910,1.013,0.08
1681721910,1.011,0.07
1681721910,1.014,0.077
1681721910,1.011,0.085
1681721910,1.01,0.063
1681721910,1.014,0.064
1681721910,1.012,0.078
1681721910,1.012,0.078
1681721910,1.01,0.077
1681721911,1.008,0.078
1681721911,1.01,0.073
1681721911,1.01,0.082
1681721911,1.013,0.087
1681721911,1.011,0.075
1681721911,1.008,0.084
1681721911,1.011,0.069
1681721911,1.005,0.073
1681721911,1.011,0.083
1681721911,1.013,0.082
1681721911,1.008,0.078
1681721911,1.009,0.073
1681721911,1.011,0.059
1681721911,1.013,0.089
1681721911,1.01,0.069
1681721911,1.008,0.076
1681721911,1.012,0.074
1681721911,1.011,0.07
1681721911,1.011,0.08
1681721911,1.015,0.076
1681721912,1.009,0.082
1681721912,1.012,0.052
1681721912,1.011,0.081
1681721912,1.011,0.077
1681721912,1.015,0.075
1681721912,1.011,0.07
1681721912,1.011,0.071
1681721912,1.013,0.094
1681721912,1.009,0.066
1681721912,1.01,0.075
1681721912,1.009,0.098
1681721912,1.011,0.069
1681721912,1.007,0.082
1681721912,1.011,0.072
1681721912,1.011,0.078
1681721912,1.009,0.082
1681721912,1.01,0.074
1681721912,1.008,0.074
1681721912,1.01,0.083
1681721912,1.01,0.066
1681721913,1.012,0.061
1681721913,1.009,0.068
1681721913,1.009,0.089
1681721913,1.009,0.057
1681721913,1.01,0.088
1681721913,1.012,0.094
1681721913,1.007,0.078
1681721913,1.009,0.076
1681721913,1.01,0.067
1681721913,1.011,0.071
1681721913,1.01,0.076
1681721913,1.008,0.065
1681721913,1.008,0.091
1681721913,1.012,0.091
1681721913,1.011,0.077
1681721913,1.008,0.076
1681721913,1.012,0.054
1681721913,1.012,0.095
1681721913,1.009,0.078
1681721913,1.011,0.086
1681721914,1.012,0.051
1681721914,1.008,0.106
1681721914,1.007,0.058
1681721914,1.01,0.101
1681721914,1.01,0.081
1681721914,1.011,0.091
1681721914,1.009,0.07
1681721914,1.01,0.081
1681721914,1.009,0.065
1681721914,1.009,0.054
1681721914,1.007,0.086
1681721914,1.009,0.081
1681721914,1.012,0.073
1681721914,1.011,0.088
1681721914,1.01,0.083
1681721914,1.01,0.059
1681721914,1.009,0.083
1681721914,1.012,0.072
1681721914,1.008,0.093
1681721914,1.011,0.084
1681721915,1.011,0.095
1681721915,1.012,0.064
1681721915,1.009,0.039
1681721915,1.013,0.092
1681721915,1.01,0.051
1681721915,1.012,0.087
1681721915,1.01,0.092
1681721915,1.011,0.038
1681721915,1.011,0.101
1681721915,1.011,0.085
1681721915,1.012,0.088
1681721915,1.009,0.065
1681721915,1.01,0.084
1681721915,1.008,0.071
1681721915,1.011,0.095
1681721915,1.012,0.084
1681721915,1.009,0.043
1681721915,1.008,0.072
1681721915,1.01,0.093
1681721915,1.006,0.096
1681721916,1.009,0.062
1681721916,1.011,0.074
1681721916,1.011,0.077
1681721916,1.009,0.081
1681721916,1.012,0.078
1681721916,1.009,0.077
1681721916,1.011,0.064
1681721916,1.012,0.071
1681721916,1.009,0.075
1681721916,1.009,0.072
1681721916,1.011,0.08
1681721916,1.009,0.078
1681721916,1.01,0.097
1681721916,1.005,0.081
1681721916,1.013,0.094
1681721916,1.01,0.069
1681721916,1.012,0.07
1681721916,1.011,0.081
1681721916,1.012,0.075
1681721916,1.013,0.082
1681721917,1.011,0.072
1681721917,1.009,0.081
1681721917,1.01,0.075
1681721917,1.007,0.083
1681721917,1.013,0.084
1681721917,1.013,0.109
1681721917,1.008,0.087
1681721917,1.012,0.091
1681721917,1.008,0.074
1681721917,1.008,0.083
1681721917,1.008,0.083
1681721917,1.01,0.078
1681721917,1.009,0.083
1681721917,1.013,0.082
1681721917,1.008,0.073
1681721917,1.011,0.066
1681721917,1.008,0.076
1681721917,1.01,0.068
1681721917,1.008,0.064
1681721917,1.008,0.083
1681721918,1.012,0.075
1681721918,1.009,0.076
1681721918,1.006,0.083
1681721918,1.008,0.073
1681721918,1.01,0.076
1681721918,1.008,0.073
1681721918,1.011,0.077
1681721918,1.013,0.077
1681721918,1.007,0.079
1681721918,1.011,0.072
1681721918,1.013,0.08
1681721918,1.005,0.075
1681721918,1.011,0.074
1681721918,1.009,0.073
1681721918,1.006,0.07
1681721918,1.009,0.079
1681721918,1.009,0.081
1681721918,1.009,0.088
1681721918,1.012,0.082
1681721918,1.008,0.078
1681721919,1.01,0.076
1681721919,1.012,0.083
1681721919,1.01,0.077
1681721919,1.01,0.077
1681721919,1.01,0.076
1681721919,1.01,0.072
1681721919,1.006,0.08
1681721919,1.01,0.081
1681721919,1.013,0.08
1681721919,1.011,0.075
1681721919,1.009,0.078
1681721919,1.009,0.077
1681721919,1.011,0.066
1681721919,1.007,0.074
1681721919,1.011,0.073
1681721919,1.011,0.085
1681721919,1.011,0.079
1681721919,1.009,0.074
1681721919,1.011,0.078
1681721919,1.008,0.076
1681721920,1.01,0.076
1681721920,1.01,0.083
1681721920,1.011,0.077
1681721920,1.011,0.063
1681721920,1.009,0.077
1681721920,1.009,0.079
1681721920,1.013,0.082
1681721920,1.01,0.08
1681721920,1.01,0.076
1681721920,1.01,0.076
1681721920,1.01,0.07
1681721920,1.011,0.08
1681721920,1.01,0.08
1681721920,1.011,0.076
1681721920,1.011,0.082
1681721920,1.01,0.078
1681721920,1.012,0.087
1681721920,1.011,0.076
1681721920,1.01,0.077
1681721920,1.013,0.076
1681721921,1.01,0.081
1681721921,1.011,0.08
1681721921,1.011,0.083
1681721921,1.01,0.073
1681721921,1.013,0.083
1681721921,1.012,0.071
1681721921,1.011,0.078
1681721921,1.008,0.072
1681721921,1.01,0.079
1681721921,1.014,0.075
1681721921,1.01,0.076
1681721921,1.01,0.076
1681721921,1.01,0.08
1681721921,1.012,0.086
1681721921,1.011,0.072
1681721921,1.01,0.074
1681721921,1.009,0.076
1681721921,1.01,0.073
1681721921,1.007,0.075
1681721921,1.01,0.076
1681721922,1.011,0.082
1681721922,1.01,0.081
1681721922,1.01,0.075
1681721922,1.009,0.077
1681721922,1.01,0.072
1681721922,1.01,0.085
1681721922,1.01,0.076
1681721922,1.008,0.082
1681721922,1.01,0.08
1681721922,1.013,0.072
1681721922,1.006,0.079
1681721922,1.01,0.088
1681721922,1.009,0.075
1681721922,1.012,0.081
1681721922,1.009,0.078
1681721922,1.006,0.081
1681721922,1.007,0.08
1681721922,1.01,0.078
1681721922,1.012,0.076
1681721922,1.009,0.074
1681721923,1.01,0.077
1681721923,1.011,0.085
1681721923,1.011,0.074
1681721923,1.009,0.098
1681721923,1.011,0.079
1681721923,1.011,0.081
1681721923,1.008,0.078
1681721923,1.009,0.082
1681721923,1.01,0.078
1681721923,1.011,0.076
1681721923,1.007,0.07
1681721923,1.005,0.081
1681721923,1.011,0.082
1681721923,1.008,0.073
1681721923,1.009,0.074
1681721923,1.01,0.073
1681721923,1.007,0.074
1681721923,1.008,0.075
1681721923,1.01,0.069
1681721923,1.012,0.084
1681721924,1.01,0.067
1681721924,1.009,0.078
1681721924,1.013,0.074
1681721924,1.01,0.077
1681721924,1.007,0.063
1681721924,1.01,0.073
1681721924,1.009,0.072
1681721924,1.01,0.073
1681721924,1.008,0.074
1681721924,1.007,0.081
1681721924,1.01,0.082
1681721924,1.008,0.08
1681721924,1.008,0.069
1681721924,1.008,0.074
1681721924,1.008,0.067
1681721924,1.009,0.077
1681721924,1.01,0.07
1681721924,1.008,0.076
1681721924,1.01,0.075
1681721924,1.008,0.076
1681721925,1.011,0.079
1681721925,1.006,0.075
1681721925,1.008,0.078
1681721925,1.009,0.086
1681721925,1.005,0.069
1681721925,1.01,0.08
1681721925,1.011,0.073
1681721925,1.009,0.07
1681721925,1.01,0.077
1681721925,1.01,0.075
1681721925,1.014,0.074
1681721925,1.008,0.075
1681721925,1.01,0.072
1681721925,1.009,0.076
1681721925,1.01,0.076
1681721925,1.005,0.076
1681721925,1.011,0.078
1681721925,1.009,0.077
1681721925,1.011,0.074
1681721925,1.01,0.075
1681721926,1.008,0.071
1681721926,1.009,0.073
1681721926,1.008,0.072
1681721926,1.009,0.081
1681721926,1.008,0.072
1681721926,1.011,0.082
1681721926,1.008,0.077
1681721926,1.009,0.079
1681721926,1.013,0.068
1681721926,1.011,0.075
1681721926,1.008,0.073
1681721926,1.007,0.08
1681721926,1.007,0.083
1681721926,1.009,0.079
1681721926,1.013,0.072
1681721926,1.011,0.074
1681721926,1.008,0.073
1681721926,1.01,0.078
1681721926,1.006,0.084
1681721926,1.008,0.071
1681721927,1.007,0.078
1681721927,1.013,0.069
1681721927,1.012,0.079
1681721927,1.008,0.081
1681721927,1.01,0.074
1681721927,1.003,0.103
1681721927,1.01,0.074
1681721927,1.01,0.074
1681721927,1.011,0.067
1681721927,1.008,0.076
1681721927,1.008,0.074
1681721927,1.007,0.075
1681721927,1.007,0.071
1681721927,1.007,0.073
1681721927,1.012,0.076
1681721927,1.005,0.082
1681721927,1.009,0.081
1681721927,1.011,0.073
1681721927,1.01,0.077
1681721927,1.006,0.084
1681721928,1.008,0.073
1681721928,1.008,0.067
1681721928,1.011,0.078
1681721928,1.008,0.074
1681721928,1.01,0.075
1681721928,1.009,0.074
1681721928,1.007,0.081
1681721928,1.007,0.078
1681721928,1.008,0.069
1681721928,1.01,0.066
1681721928,1.009,0.069
1681721928,1.011,0.082
1681721928,1.009,0.078
1681721928,1.009,0.075
1681721928,1.011,0.076
1681721928,1.01,0.073
1681721928,1.008,0.071
1681721928,1.012,0.067
1681721928,1.011,0.088
1681721928,1.008,0.079
1681721929,1.01,0.069
1681721929,1.008,0.075
1681721929,1.011,0.068
1681721929,1.007,0.069
1681721929,1.01,0.06
1681721929,1.008,0.082
1681721929,1.01,0.075
1681721929,1.01,0.094
1681721929,1.008,0.069
1681721929,1.009,0.074
1681721929,1.006,0.067
1681721929,1.007,0.073
1681721929,1.007,0.075
1681721929,1.011,0.081
1681721929,1.008,0.077
1681721929,1.01,0.074
1681721929,1.009,0.079
1681721929,1.008,0.068
1681721929,1.009,0.081
1681721929,1.008,0.073
1681721930,1.01,0.084
1681721930,1.01,0.068
1681721930,1.011,0.079
1681721930,1.007,0.062
1681721930,1.009,0.067
1681721930,1.009,0.067
1681721930,1.012,0.07
1681721930,1.009,0.058
1681721930,1.011,0.097
1681721930,1.009,0.053
1681721930,1.01,0.059
1681721930,1.01,0.053
1681721930,1.006,0.082
1681721930,1.008,0.066
1681721930,1.007,0.081
1681721930,1.009,0.087
1681721930,1.009,0.089
1681721930,1.007,0.055
1681721930,1.011,0.087
1681721930,1.009,0.037
1681721931,1.007,0.083
1681721931,1.01,0.088
1681721931,1.01,0.088
1681721931,1.01,0.081
1681721931,1.012,0.091
1681721931,1.009,0.087
1681721931,1.014,0.079
1681721931,1.013,0.098
1681721931,1.013,0.076
1681721931,1.012,0.075
1681721931,1.014,0.066
1681721931,1.01,0.061
1681721931,1.009,0.073
1681721931,1.011,0.08
1681721931,1.009,0.07
1681721931,1.009,0.07
1681721931,1.008,0.071
1681721931,1.01,0.073
1681721931,1.009,0.084
1681721931,1.009,0.059
1681721932,1.008,0.098
1681721932,1.008,0.084
1681721932,1.011,0.095
1681721932,1.011,0.091
1681721932,1.012,0.086
1681721932,1.011,0.07
1681721932,1.011,0.077
1681721932,1.012,0.101
1681721932,1.01,0.066
1681721932,1.013,0.107
1681721932,1.011,0.08
1681721932,1.011,0.077
1681721932,1.01,0.111
1681721932,1.007,0.096
1681721932,1.008,0.084
1681721932,1.008,0.087
1681721932,1.009,0.071
1681721932,1.01,0.073
1681721932,1.01,0.089
1681721932,1.01,0.05
1681721933,1.007,0.07
1681721933,1.009,0.071
1681721933,1.007,0.085
1681721933,1.011,0.07
1681721933,1.011,0.095
1681721933,1.011,0.058
1681721933,1.009,0.083
1681721933,1.009,0.086
1681721933,1.007,0.079
1681721933,1.013,0.102
1681721933,1.009,0.07
1681721933,1.007,0.088
1681721933,1.008,0.072
1681721933,1.013,0.069
1681721933,1.01,0.083
1681721933,1.009,0.083
1681721933,1.012,0.081
1681721933,1.008,0.092
1681721933,1.01,0.09
1681721933,1.008,0.089
1681721934,1.01,0.076
1681721934,1.011,0.05
1681721934,1.009,0.084
1681721934,1.008,0.091
1681721934,1.011,0.054
1681721934,1.014,0.093
1681721934,1.013,0.078
1681721934,1.007,0.066
1681721934,1.01,0.078
1681721934,1.012,0.084
1681721934,1.009,0.065
1681721934,1.012,0.096
1681721934,1.01,0.065
1681721934,1.008,0.076
1681721934,1.01,0.078
1681721934,1.009,0.066
1681721934,1.012,0.073
1681721934,1.013,0.065
1681721934,1.01,0.071
1681721934,1.011,0.066
1681721935,1.009,0.08
1681721935,1.01,0.077
1681721935,1.037,0.078
1681721935,2.44,0.064
1681721935,2.442,0.079
1681721935,2.442,0.09
1681721935,2.444,0.076
1681721935,2.443,0.08
1681721935,2.441,0.075
1681721935,2.445,0.081
1681721935,2.44,0.07
1681721935,2.446,0.083
1681721935,2.442,0.072
1681721935,2.128,0.087
1681721935,1.012,0.064
1681721935,1.009,0.075
1681721935,1.008,0.077
1681721935,1.012,0.059
1681721935,1.007,0.072
1681721935,1.01,0.075
1681721936,1.012,0.083
1681721936,1.009,0.074
1681721936,1.008,0.061
1681721936,1.013,0.076
1681721936,1.013,0.066
1681721936,1.011,0.071
1681721936,1.009,0.084
1681721936,1.009,0.084
1681721936,1.007,0.07
1681721936,1.009,0.075
1681721936,1.008,0.076
1681721936,1.011,0.07
1681721936,1.01,0.076
1681721936,1.007,0.084
1681721936,1.005,0.08
1681721936,1.008,0.074
1681721936,1.01,0.079
1681721936,1.009,0.078
1681721936,1.013,0.076
1681721936,1.01,0.078
1681721937,1.011,0.074
1681721937,1.011,0.074
1681721937,1.009,0.076
1681721937,1.01,0.068
1681721937,1.012,0.079
1681721937,1.008,0.074
1681721937,1.005,0.073
1681721937,1.007,0.072
1681721937,1.008,0.077
1681721937,1.008,0.072
1681721937,1.011,0.078
1681721937,1.006,0.065
1681721937,1.012,0.077
1681721937,1.011,0.075
1681721937,1.011,0.083
1681721937,1.012,0.074
1681721937,1.012,0.075
1681721937,1.009,0.078
1681721937,1.01,0.075
1681721937,1.011,0.073
1681721938,1.01,0.074
1681721938,1.012,0.086
1681721938,1.01,0.075
1681721938,1.01,0.086
1681721938,1.01,0.077
1681721938,1.003,0.085
1681721938,1.008,0.079
1681721938,1.012,0.077
1681721938,1.011,0.072
1681721938,1.013,0.074
1681721938,1.013,0.077
1681721938,1.012,0.075
1681721938,1.005,0.078
1681721938,1.009,0.085
1681721938,1.009,0.076
1681721938,1.006,0.071
1681721938,1.007,0.076
1681721938,1.007,0.082
1681721938,1.008,0.071
1681721938,1.009,0.082
1681721939,1.005,0.08
1681721939,1.01,0.072
1681721939,1.009,0.074
1681721939,1.008,0.072
1681721939,1.009,0.071
1681721939,1.011,0.073
1681721939,1.008,0.074
1681721939,1.01,0.073
1681721939,1.01,0.073
1681721939,1.008,0.069
1681721939,1.011,0.078
1681721939,1.009,0.078
1681721939,1.011,0.07
1681721939,1.006,0.083
1681721939,1.008,0.081
1681721939,1.013,0.069
1681721939,1.01,0.079
1681721939,1.009,0.074
1681721939,1.008,0.069
1681721939,1.011,0.069
1681721940,1.011,0.075
1681721940,1.008,0.08
1681721940,1.01,0.079
1681721940,1.011,0.073
1681721940,1.011,0.076
1681721940,1.012,0.076
1681721940,1.014,0.098
1681721940,1.014,0.07
1681721940,1.008,0.078
1681721940,1.009,0.078
1681721940,1.01,0.076
1681721940,1.01,0.077
1681721940,1.01,0.078
1681721940,1.012,0.078
1681721940,1.007,0.08
1681721940,1.011,0.078
1681721940,1.011,0.073
1681721940,1.011,0.078
1681721940,1.012,0.079
1681721940,1.011,0.076
1681721941,1.013,0.076
1681721941,1.013,0.083
1681721941,1.01,0.076
1681721941,1.012,0.082
1681721941,1.013,0.074
1681721941,1.009,0.082
1681721941,1.008,0.07
1681721941,1.013,0.081
1681721941,1.008,0.071
1681721941,1.01,0.07
1681721941,1.009,0.066
1681721941,1.01,0.095
1681721941,1.014,0.081
