,Channel A Last (V),Channel B Last (V)
1681723197,1.002,0.067
1681723197,1.005,0.073
1681723197,1.001,0.072
1681723197,1.002,0.062
1681723197,1.007,0.068
1681723197,1.005,0.06
1681723197,1.004,0.07
1681723197,1.003,0.075
1681723197,1.007,0.064
1681723197,1.005,0.072
1681723197,1.005,0.069
1681723197,1.002,0.08
1681723198,1.007,0.065
1681723198,1.003,0.066
1681723198,1.003,0.074
1681723198,1.004,0.074
1681723198,1.004,0.069
1681723198,1.001,0.063
1681723198,1.002,0.069
1681723198,1.011,0.073
1681723198,1.002,0.061
1681723198,1.006,0.067
1681723198,1.003,0.066
1681723198,1.003,0.065
1681723198,1.005,0.073
1681723198,1.005,0.06
1681723198,1.004,0.069
1681723198,1.005,0.063
1681723198,1.006,0.071
1681723198,1.005,0.077
1681723198,1.006,0.063
1681723198,1.005,0.055
1681723199,1.001,0.076
1681723199,1.005,0.069
1681723199,1.005,0.062
1681723199,1.006,0.072
1681723199,1.004,0.066
1681723199,1.003,0.069
1681723199,1.005,0.057
1681723199,1.005,0.064
1681723199,1.003,0.07
1681723199,1.001,0.066
1681723199,1.002,0.073
1681723199,1.004,0.075
1681723199,1.007,0.062
1681723199,1.005,0.073
1681723199,1.005,0.064
1681723199,1.004,0.064
1681723199,1.005,0.064
1681723199,1.006,0.073
1681723199,1.008,0.064
1681723199,1.007,0.07
1681723200,1.005,0.069
1681723200,1.007,0.072
1681723200,1.005,0.064
1681723200,1.001,0.067
1681723200,1.006,0.061
1681723200,1.006,0.076
1681723200,1.005,0.069
1681723200,1.004,0.069
1681723200,1.004,0.064
1681723200,1.006,0.065
1681723200,1.005,0.077
1681723200,1.004,0.072
1681723200,1.007,0.063
1681723200,1.004,0.071
1681723200,1.005,0.066
1681723200,1.006,0.063
1681723200,1.003,0.062
1681723200,1.004,0.07
1681723200,1.002,0.056
1681723200,1.005,0.068
1681723201,1.004,0.077
1681723201,1.006,0.065
1681723201,1.004,0.059
1681723201,1.005,0.075
1681723201,1.004,0.07
1681723201,1.007,0.069
1681723201,1.004,0.069
1681723201,1.005,0.065
1681723201,1.007,0.064
1681723201,1.006,0.066
1681723201,1.004,0.07
1681723201,1.004,0.065
1681723201,1.004,0.07
1681723201,1.006,0.073
1681723201,1.006,0.067
1681723201,1.005,0.07
1681723201,1.004,0.071
1681723201,1.005,0.074
1681723201,1.002,0.07
1681723201,1.005,0.067
1681723202,1.006,0.067
1681723202,1.003,0.063
1681723202,1.003,0.068
1681723202,1.004,0.07
1681723202,1.006,0.059
1681723202,1.006,0.069
1681723202,1.004,0.065
1681723202,1.003,0.078
1681723202,1.005,0.077
1681723202,1.004,0.061
1681723202,1.006,0.07
1681723202,1.006,0.068
1681723202,1.006,0.063
1681723202,1.004,0.065
1681723202,1.006,0.067
1681723202,1.006,0.073
1681723202,1.004,0.062
1681723202,1.005,0.068
1681723202,1.009,0.073
1681723202,1.006,0.064
1681723203,1.004,0.066
1681723203,1.005,0.062
1681723203,1.003,0.069
1681723203,1.005,0.065
1681723203,1.004,0.067
1681723203,1.005,0.071
1681723203,1.004,0.073
1681723203,1.003,0.067
1681723203,1.005,0.075
1681723203,1.004,0.076
1681723203,1.003,0.061
1681723203,1,0.066
1681723203,1.004,0.068
1681723203,1.003,0.066
1681723203,1.005,0.073
1681723203,1.003,0.074
1681723203,1.004,0.068
1681723203,1.004,0.075
1681723203,1.005,0.071
1681723203,1.004,0.068
1681723204,1.002,0.064
1681723204,1.003,0.079
1681723204,1.002,0.061
1681723204,1.006,0.064
1681723204,1.005,0.069
1681723204,1.008,0.065
1681723204,1.004,0.067
1681723204,1.007,0.068
1681723204,1.007,0.066
1681723204,1.007,0.07
1681723204,1.004,0.063
1681723204,1.002,0.067
1681723204,1.005,0.064
1681723204,1.005,0.07
1681723204,1.005,0.065
1681723204,1.004,0.073
1681723204,1.003,0.069
1681723204,1.002,0.065
1681723204,1.005,0.072
1681723204,1.003,0.066
1681723205,1.003,0.077
1681723205,1.005,0.067
1681723205,1.002,0.066
1681723205,1.002,0.071
1681723205,1.009,0.059
1681723205,1.004,0.062
1681723205,1.004,0.073
1681723205,1.004,0.08
1681723205,1.005,0.063
1681723205,1.003,0.068
1681723205,1.006,0.073
1681723205,1.007,0.071
1681723205,1.003,0.057
1681723205,1.002,0.068
1681723205,0.999,0.068
1681723205,1.005,0.074
1681723205,1.005,0.07
1681723205,1.006,0.072
1681723205,1.004,0.068
1681723205,1.004,0.066
1681723206,1.008,0.066
1681723206,1.006,0.074
1681723206,1.006,0.065
1681723206,1.006,0.072
1681723206,1.003,0.079
1681723206,1.004,0.07
1681723206,1.002,0.073
1681723206,1.005,0.062
1681723206,1.006,0.074
1681723206,1.005,0.071
1681723206,1.006,0.073
1681723206,1.007,0.063
1681723206,1.008,0.073
1681723206,1.003,0.072
1681723206,1.004,0.072
1681723206,1.004,0.073
1681723206,1.004,0.075
1681723206,1.005,0.074
1681723206,1.005,0.071
1681723206,1.003,0.066
1681723207,1.007,0.068
1681723207,1.005,0.059
1681723207,1.006,0.069
1681723207,1.001,0.07
1681723207,1.004,0.068
1681723207,1.005,0.115
1681723207,1.002,0.068
1681723207,1.005,0.06
1681723207,1.005,0.072
1681723207,1.003,0.075
1681723207,1.003,0.061
1681723207,1.003,0.071
1681723207,1.004,0.062
1681723207,1.005,0.07
1681723207,1.005,0.063
1681723207,1.004,0.068
1681723207,1.002,0.074
1681723207,1.006,0.075
1681723207,1.003,0.064
1681723207,1.005,0.067
1681723208,1.005,0.066
1681723208,1.004,0.066
1681723208,1.003,0.067
1681723208,1.006,0.066
1681723208,1.003,0.067
1681723208,1.003,0.059
1681723208,1.003,0.076
1681723208,1.006,0.066
1681723208,1.004,0.067
1681723208,1.003,0.074
1681723208,1.002,0.079
1681723208,1.003,0.06
1681723208,1.005,0.06
1681723208,1.007,0.075
1681723208,1.001,0.07
1681723208,1.003,0.062
1681723208,1.005,0.061
1681723208,1.005,0.059
1681723208,1.002,0.079
1681723208,1.007,0.072
1681723209,1.004,0.065
1681723209,1.007,0.073
1681723209,1.006,0.071
1681723209,1.008,0.069
1681723209,1.005,0.068
1681723209,1.004,0.067
1681723209,1.009,0.073
1681723209,1.006,0.071
1681723209,1.006,0.067
1681723209,1.007,0.077
1681723209,1.007,0.068
1681723209,1.007,0.067
1681723209,1.007,0.074
1681723209,1.004,0.07
1681723209,1.004,0.06
1681723209,1.006,0.054
1681723209,1.006,0.073
1681723209,1.006,0.058
1681723209,1.006,0.066
1681723209,1.005,0.068
1681723210,1.007,0.071
1681723210,1.006,0.069
1681723210,1.005,0.063
1681723210,1.005,0.066
1681723210,1.005,0.068
1681723210,1.007,0.073
1681723210,1.004,0.067
1681723210,1.005,0.069
1681723210,1.004,0.074
1681723210,1.007,0.062
1681723210,1.004,0.07
1681723210,1.004,0.065
1681723210,1.001,0.07
1681723210,1.002,0.074
1681723210,1.006,0.07
1681723210,1.001,0.065
1681723210,1.004,0.065
1681723210,1.005,0.072
1681723210,1.005,0.06
1681723210,1.003,0.068
1681723211,1.004,0.062
1681723211,1.007,0.066
1681723211,1.008,0.076
1681723211,1.005,0.069
1681723211,1.004,0.068
1681723211,1.007,0.068
1681723211,1.007,0.066
1681723211,1.003,0.07
1681723211,1.005,0.06
1681723211,1.004,0.063
1681723211,1.005,0.071
1681723211,1.003,0.066
1681723211,1.004,0.065
1681723211,1.005,0.07
1681723211,1.006,0.065
1681723211,1.006,0.071
1681723211,1.003,0.067
1681723211,1.004,0.069
1681723211,1.007,0.07
1681723211,1.005,0.067
1681723212,1.006,0.062
1681723212,1.004,0.074
1681723212,1.006,0.068
1681723212,1.006,0.065
1681723212,1.005,0.072
1681723212,1.006,0.058
1681723212,1.007,0.069
1681723212,1.006,0.059
1681723212,1.003,0.069
1681723212,1.003,0.068
1681723212,1.007,0.072
1681723212,1.005,0.061
1681723212,1.007,0.061
1681723212,1.005,0.062
1681723212,1.003,0.075
1681723212,1.003,0.064
1681723212,1.002,0.075
1681723212,1.003,0.075
1681723212,1.005,0.065
1681723212,1.002,0.067
1681723213,1.004,0.071
1681723213,1.006,0.071
1681723213,1.004,0.065
1681723213,1.003,0.066
1681723213,1.003,0.073
1681723213,1.006,0.076
1681723213,1.007,0.071
1681723213,1.007,0.071
1681723213,1.007,0.072
1681723213,1.008,0.059
1681723213,1.005,0.066
1681723213,1.007,0.064
1681723213,1.004,0.071
1681723213,1.004,0.064
1681723213,1.002,0.072
1681723213,1.005,0.076
1681723213,1.003,0.067
1681723213,1.006,0.065
1681723213,1.003,0.07
1681723213,1.003,0.067
1681723214,1.005,0.068
1681723214,1,0.063
1681723214,1.002,0.073
1681723214,1.005,0.057
1681723214,1.005,0.077
1681723214,0.999,0.072
1681723214,1.006,0.068
1681723214,1.002,0.073
1681723214,1.003,0.071
1681723214,1.005,0.075
1681723214,1.006,0.057
1681723214,1.005,0.066
1681723214,1.005,0.062
1681723214,1.006,0.072
1681723214,1.005,0.078
1681723214,1.003,0.072
1681723214,1.002,0.064
1681723214,1.008,0.061
1681723214,1.005,0.068
1681723214,1.005,0.07
1681723215,1.005,0.069
1681723215,1.005,0.075
1681723215,1.005,0.067
1681723215,1.006,0.066
1681723215,1.005,0.062
1681723215,1.008,0.068
1681723215,1.004,0.057
1681723215,1.004,0.073
1681723215,1.005,0.063
1681723215,1.004,0.064
1681723215,1.002,0.075
1681723215,1.005,0.076
1681723215,1.004,0.071
1681723215,1.008,0.071
1681723215,1.005,0.067
1681723215,1.003,0.063
1681723215,1.003,0.069
1681723215,1.003,0.063
1681723215,1.005,0.071
1681723215,1.004,0.073
1681723216,1.005,0.072
1681723216,1.001,0.067
1681723216,1.003,0.07
1681723216,1.004,0.071
1681723216,1.01,0.073
1681723216,1.004,0.075
1681723216,1.006,0.063
1681723216,1.003,0.075
1681723216,1.001,0.071
1681723216,1.006,0.064
1681723216,1.004,0.07
1681723216,1.004,0.069
1681723216,1.004,0.07
1681723216,1.002,0.069
1681723216,1.007,0.069
1681723216,1.003,0.06
1681723216,1.002,0.063
1681723216,1.003,0.059
1681723216,1.005,0.073
1681723216,1.006,0.062
1681723217,1.006,0.061
1681723217,1.005,0.066
1681723217,1.003,0.065
1681723217,1.005,0.07
1681723217,1.006,0.073
1681723217,1.004,0.071
1681723217,1.004,0.072
1681723217,1.005,0.065
1681723217,1.006,0.067
1681723217,1.004,0.064
1681723217,1.004,0.065
1681723217,1.004,0.064
1681723217,1.006,0.068
1681723217,1.005,0.07
1681723217,1.005,0.068
1681723217,1.005,0.064
1681723217,1.003,0.071
1681723217,1.007,0.067
1681723217,1.007,0.066
1681723217,1.003,0.069
1681723218,1.002,0.071
1681723218,1.007,0.07
1681723218,1.005,0.07
1681723218,1.005,0.07
1681723218,1.004,0.071
1681723218,1.007,0.061
1681723218,1.005,0.069
1681723218,1.004,0.067
1681723218,1.003,0.065
1681723218,1.008,0.07
1681723218,1.005,0.075
1681723218,1.004,0.07
1681723218,1.004,0.071
1681723218,1.002,0.076
1681723218,1.003,0.066
1681723218,1.004,0.072
1681723218,1.002,0.072
1681723218,1.005,0.066
1681723218,1.005,0.064
1681723218,1.004,0.07
1681723219,1.003,0.067
1681723219,1.003,0.063
1681723219,1.001,0.067
1681723219,1.002,0.073
1681723219,1.002,0.065
1681723219,1.009,0.067
1681723219,1.006,0.07
1681723219,1.007,0.065
1681723219,1.005,0.068
1681723219,1.007,0.067
1681723219,1.003,0.065
1681723219,1.003,0.078
1681723219,1.007,0.06
1681723219,1.007,0.068
1681723219,1.005,0.075
1681723219,1.005,0.058
1681723219,1.003,0.056
1681723219,1.005,0.072
1681723219,1.006,0.071
1681723219,1.005,0.067
1681723220,1.004,0.074
1681723220,1.003,0.069
1681723220,1.006,0.054
1681723220,1.003,0.067
1681723220,1.008,0.061
1681723220,1.005,0.063
1681723220,1.005,0.05
1681723220,1.003,0.066
1681723220,1.005,0.067
1681723220,1.006,0.068
1681723220,1.006,0.07
1681723220,1.006,0.071
1681723220,1.006,0.063
1681723220,1.004,0.073
1681723220,1.006,0.064
1681723220,1.004,0.063
1681723220,1.006,0.079
1681723220,1.003,0.072
1681723220,1.004,0.065
1681723220,1.004,0.066
1681723221,1.006,0.071
1681723221,1.005,0.071
1681723221,1.003,0.07
1681723221,1.007,0.071
1681723221,1.003,0.071
1681723221,1.004,0.066
1681723221,1.001,0.072
1681723221,1.009,0.063
1681723221,1.006,0.065
1681723221,1.008,0.063
1681723221,1.002,0.075
1681723221,1.004,0.059
1681723221,1.003,0.066
1681723221,1.006,0.068
1681723221,1.005,0.066
1681723221,1.006,0.071
1681723221,1.005,0.072
1681723221,1.006,0.075
1681723221,1.009,0.07
1681723221,1.005,0.067
1681723222,1.006,0.062
1681723222,1.005,0.063
1681723222,1.004,0.071
1681723222,1.007,0.074
1681723222,1.005,0.062
1681723222,1.003,0.072
1681723222,1.005,0.064
1681723222,1.008,0.068
1681723222,1.004,0.073
1681723222,1.005,0.06
1681723222,1.005,0.062
1681723222,1.004,0.065
1681723222,1.006,0.071
1681723222,1.004,0.08
1681723222,1.007,0.067
1681723222,1.009,0.076
1681723222,1.003,0.062
1681723222,1.002,0.071
1681723222,1.006,0.066
1681723222,1.002,0.065
1681723223,1.008,0.065
1681723223,1.006,0.068
1681723223,1.003,0.069
1681723223,1.001,0.061
1681723223,1,0.067
1681723223,1.004,0.07
1681723223,1.005,0.064
1681723223,1.002,0.065
1681723223,1.005,0.07
1681723223,1.007,0.071
1681723223,1.002,0.062
1681723223,1.005,0.073
1681723223,1.006,0.069
1681723223,1.008,0.067
1681723223,1.006,0.07
1681723223,1.005,0.061
1681723223,1.007,0.071
1681723223,1.004,0.073
1681723223,1.003,0.06
1681723223,1.003,0.066
1681723224,1.005,0.069
1681723224,1.003,0.073
1681723224,1.002,0.062
1681723224,1.003,0.073
1681723224,1.005,0.07
1681723224,1.004,0.07
1681723224,1.007,0.068
1681723224,1.002,0.062
1681723224,1.006,0.072
1681723224,1.005,0.068
1681723224,1.006,0.072
1681723224,1.005,0.071
1681723224,1.007,0.067
1681723224,1.002,0.078
1681723224,1.003,0.066
1681723224,1.003,0.066
1681723224,1.003,0.06
1681723224,1.004,0.068
1681723224,1.005,0.073
1681723224,1.003,0.065
1681723225,1.006,0.07
1681723225,1.001,0.068
1681723225,1.003,0.066
1681723225,1.007,0.063
1681723225,1.003,0.068
1681723225,1.005,0.085
1681723225,1.007,0.074
1681723225,1.001,0.074
1681723225,1.004,0.074
1681723225,1.005,0.068
1681723225,1.003,0.059
1681723225,1.006,0.062
1681723225,1.002,0.072
1681723225,1.005,0.06
1681723225,1.003,0.075
1681723225,1.008,0.061
1681723225,1.005,0.058
1681723225,1.006,0.077
1681723225,1.004,0.062
1681723225,1.002,0.069
1681723226,1.005,0.072
1681723226,1.003,0.081
1681723226,1.006,0.062
1681723226,1.006,0.081
1681723226,1.003,0.058
1681723226,1.005,0.069
1681723226,1.004,0.07
1681723226,1.002,0.077
1681723226,1.005,0.064
1681723226,1.001,0.064
1681723226,1.005,0.083
1681723226,1.004,0.08
1681723226,1.007,0.071
1681723226,1.005,0.078
1681723226,1.001,0.074
1681723226,1.004,0.079
1681723226,1.008,0.086
1681723226,1.006,0.083
1681723226,1.006,0.067
1681723226,1.009,0.084
1681723227,1.004,0.044
1681723227,1.001,0.113
1681723227,1.007,0.071
1681723227,1.006,0.062
1681723227,1,0.088
1681723227,1,0.075
1681723227,1.004,0.068
1681723227,1.002,0.089
1681723227,1.004,0.062
1681723227,1.004,0.08
1681723227,1.005,0.068
1681723227,1.003,0.049
1681723227,1.005,0.059
1681723227,1.004,0.071
1681723227,1.006,0.07
1681723227,1.002,0.072
1681723227,1.004,0.069
1681723227,1.003,0.046
1681723227,1.005,0.061
1681723227,1.002,0.069
1681723228,1.002,0.074
1681723228,1.004,0.071
1681723228,1,0.058
1681723228,1.004,0.058
1681723228,1.006,0.069
1681723228,1.005,0.051
1681723228,1.005,0.058
1681723228,1.007,0.076
1681723228,1.004,0.072
1681723228,1.006,0.062
1681723228,1.007,0.07
1681723228,1.008,0.075
1681723228,1.004,0.078
1681723228,1.003,0.075
1681723228,1.004,0.063
1681723228,1.005,0.07
1681723228,1.004,0.079
1681723228,1.005,0.071
1681723228,1.003,0.055
1681723228,1.006,0.074
1681723229,1.003,0.095
1681723229,1.006,0.055
1681723229,1.004,0.071
1681723229,1.003,0.063
1681723229,1.007,0.072
1681723229,0.999,0.064
1681723229,1.001,0.088
1681723229,1.001,0.063
1681723229,1.001,0.072
1681723229,1.002,0.067
1681723229,1.005,0.065
1681723229,1.002,0.076
1681723229,1.003,0.066
1681723229,1.005,0.081
1681723229,1.003,0.073
1681723229,1.004,0.056
1681723229,1.006,0.093
1681723229,1.004,0.076
1681723229,1.003,0.05
1681723229,1.005,0.077
1681723230,1.006,0.074
1681723230,1.001,0.096
1681723230,1.002,0.055
1681723230,1.005,0.079
1681723230,1.006,0.079
1681723230,1.005,0.025
1681723230,1.004,0.083
1681723230,1.001,0.062
1681723230,1.005,0.067
1681723230,1.005,0.077
1681723230,1.004,0.037
1681723230,1.003,0.056
1681723230,1.005,0.066
1681723230,1.003,0.074
1681723230,1.004,0.078
1681723230,1.002,0.083
1681723230,1.008,0.064
1681723230,1.004,0.056
1681723230,1.006,0.081
1681723230,1.007,0.065
1681723231,1.007,0.059
1681723231,1.005,0.075
1681723231,1.004,0.073
1681723231,1.003,0.067
1681723231,1.005,0.066
1681723231,1.006,0.055
1681723231,1.006,0.061
1681723231,1.002,0.066
1681723231,1.007,0.057
1681723231,1.005,0.072
1681723231,1.006,0.065
1681723231,1.003,0.067
1681723231,1.006,0.07
1681723231,1.004,0.062
1681723231,1.005,0.06
1681723231,1.003,0.067
1681723231,1.004,0.079
1681723231,1.007,0.074
1681723231,1.008,0.084
1681723231,1.006,0.072
1681723232,1.005,0.063
1681723232,1.005,0.06
1681723232,1.007,0.065
1681723232,1.005,0.064
1681723232,1,0.07
1681723232,1.005,0.068
1681723232,1.002,0.072
1681723232,1.003,0.069
1681723232,1.004,0.068
1681723232,1.004,0.066
1681723232,1.003,0.063
1681723232,1.007,0.072
1681723232,1.003,0.062
1681723232,1.006,0.081
1681723232,1,0.068
1681723232,1.004,0.068
1681723232,1.003,0.065
1681723232,1.005,0.062
1681723232,1.003,0.074
1681723232,1.008,0.068
1681723233,1.004,0.064
1681723233,1.003,0.07
1681723233,1.003,0.079
1681723233,1.005,0.063
1681723233,1.002,0.076
1681723233,1.003,0.062
1681723233,1.007,0.073
1681723233,1.009,0.063
1681723233,1.005,0.074
1681723233,1.006,0.056
1681723233,1.01,0.068
1681723233,1.003,0.065
1681723233,1.008,0.072
1681723233,1.004,0.06
1681723233,1.003,0.067
1681723233,1.008,0.054
1681723233,1.004,0.064
1681723233,1.003,0.069
1681723233,1.006,0.069
1681723233,0.999,0.07
1681723234,1,0.068
1681723234,1.005,0.071
1681723234,1.005,0.071
1681723234,1.005,0.075
1681723234,1.003,0.073
1681723234,1.005,0.066
1681723234,1,0.072
1681723234,1.002,0.071
1681723234,1.005,0.063
1681723234,1.003,0.063
1681723234,1.004,0.08
1681723234,1.002,0.069
1681723234,1.001,0.06
1681723234,1.004,0.072
1681723234,1.002,0.069
1681723234,1.003,0.06
1681723234,1.009,0.062
1681723234,1.005,0.072
1681723234,1.003,0.07
1681723234,1.006,0.064
1681723235,1.005,0.065
1681723235,1.006,0.065
1681723235,1.003,0.073
1681723235,1.006,0.048
1681723235,1.003,0.066
1681723235,1.004,0.072
1681723235,1.003,0.062
1681723235,1.003,0.061
1681723235,1.004,0.061
1681723235,1.005,0.068
1681723235,1.003,0.066
1681723235,1.006,0.068
1681723235,1.007,0.061
1681723235,1.003,0.065
1681723235,1.007,0.069
1681723235,1.008,0.071
1681723235,2.407,0.066
1681723235,2.437,0.062
1681723235,2.438,0.066
1681723235,2.437,0.069
1681723236,2.439,0.07
1681723236,2.435,0.075
1681723236,2.436,0.056
1681723236,2.437,0.06
1681723236,2.434,0.066
1681723236,2.439,0.067
1681723236,2.431,0.062
1681723236,2.437,0.067
1681723236,2.435,0.064
1681723236,2.436,0.069
1681723236,2.436,0.061
1681723236,1.003,0.066
1681723236,1.003,0.064
1681723236,1.006,0.068
1681723236,1.002,0.071
1681723236,1.008,0.076
1681723236,1.006,7.435
1681723236,1.005,8.117
1681723236,1.004,8.07
1681723236,1.004,8.067
1681723237,1.003,8.068
1681723237,1.003,7.959
1681723237,1.001,8.066
1681723237,1.006,8.113
1681723237,1.004,8.138
1681723237,1.003,8.067
1681723237,1.007,0.397
1681723237,1.005,0.067
1681723237,1.004,0.071
1681723237,1.006,0.065
1681723237,1.006,0.067
1681723237,1.003,0.064
1681723237,1.005,0.07
1681723237,1.003,0.061
1681723237,1.007,0.068
1681723237,1.006,0.067
1681723237,1.004,0.071
1681723237,1.005,0.075
1681723237,1.006,0.065
1681723237,1.004,0.071
1681723238,1.004,0.063
1681723238,1.005,0.074
1681723238,1.004,0.071
1681723238,1.001,0.063
1681723238,1.003,0.065
1681723238,1.005,0.068
1681723238,1.004,0.066
1681723238,1.005,0.068
1681723238,1.006,0.064
1681723238,1.005,0.067
1681723238,1.002,0.064
1681723238,1.005,0.081
1681723238,1.007,0.07
1681723238,1.003,0.067
1681723238,1.006,0.072
1681723238,1.006,0.064
1681723238,1.006,0.062
1681723238,1.005,0.063
1681723238,1.005,0.069
